transaction_id,product_id,warehouse_id,supplier_id,transaction_type,quantity,unit_price,total_price,transaction_timestamp,channel,reference_id
T9164,P1149,W104,,OUT,16,19685.8,314972.8,2025-08-14 11:43:59.525067,offline,REF4932
T9165,P1382,W106,S206,INVALID,14,15383.88,215374.31999999998,2026-04-03 18:51:40.238276,offline,REF7768
T9166,P1329,W108,,OUT,72,39279.57,2828129.04,2025-12-01 09:24:43.059079,internal,REF7088
T9167,P1303,W107,,OUT,85,15778.1,1341138.5,2025-06-15 03:23:29.046463,internal,REF7254
T9168,P1266,W103,S211,RETURN,7,17109.63,119767.41,2025-05-05 11:30:30.427860,online,REF3246
T9169,P1207,W102,S202,TRANSFER,67,31183.99,2089327.33,2025-09-02 20:56:00.119777,internal,REF8032
T9170,P1003,W105,S203,OUT,6,1605.96,9635.76,2026-02-19 12:23:11.399509,internal,REF6162
T9171,P1297,W108,S210,RETURN,15,33423.32,501349.8,2025-12-07 13:40:28.036408,offline,REF2011
T9172,P1202,W102,,IN,36,36040.4,1297454.4000000001,2025-05-04 01:17:27.595017,offline,REF9511
T9173,P1124,W100,S214,RETURN,88,48091.63,4232063.4399999995,2025-05-23 15:35:50.357512,internal,REF3592
T9174,P1063,W106,S204,OUT,81,8827.83,715054.23,2026-03-30 20:27:37.857509,offline,REF6798
T9175,P1248,W100,,INVALID,52,10814.79,562369.0800000001,2025-09-12 06:33:49.496732,offline,REF2313
T9176,P1464,W103,S216,RETURN,72,45546.27,3279331.44,2025-07-25 05:26:16.609689,offline,REF5406
T9177,P1242,W103,S219,TRANSFER,73,37893.69,2766239.37,2025-08-16 06:00:02.083745,online,REF8157
T9178,P1052,W102,,INVALID,38,7878.91,299398.58,2025-04-23 05:32:53.466737,online,REF2994
T9179,P1069,W105,S210,INVALID,42,30300.05,1272602.0999999999,2025-06-28 03:21:27.657764,online,REF5215
T9180,P1045,W102,,TRANSFER,39,18925.95,738112.05,2026-01-10 19:10:55.891623,offline,REF5702
T9181,P1247,W101,S207,IN,47,26119.69,1227625.43,2025-12-01 03:48:17.632024,online,REF1634
T9182,P1180,W106,,OUT,20,27433.55,548671.0,2026-01-13 23:15:13.005429,online,REF8426
T9183,P1403,W101,S217,INVALID,45,28076.13,1263425.85,2026-01-06 00:25:23.553986,online,REF6829
T9184,P1238,W103,S213,INVALID,2,15964.83,31929.66,2025-09-08 08:56:32.360355,offline,REF5227
T9185,P1210,W103,S219,INVALID,35,43418.55,1519649.25,2025-09-29 12:30:53.578591,online,REF5689
T9186,P1246,W108,,TRANSFER,87,37308.98,3245881.2600000002,2025-08-28 18:00:44.874201,internal,REF7110
T9187,P1305,W100,,IN,100,15114.22,1511422.0,2025-04-22 10:17:13.273705,internal,REF3316
T9188,P1417,W107,S215,OUT,77,16449.78,1266633.0599999998,2025-04-18 21:03:04.445833,internal,REF6091
T9189,P1011,W109,S219,IN,68,43145.07,2933864.76,2025-07-21 16:38:20.984808,internal,REF3811
T9190,P1494,W104,,INVALID,21,10428.3,218994.3,2025-07-23 15:10:42.793018,internal,REF4675
T9191,P1288,W105,S213,TRANSFER,52,38888.07,2022179.64,2026-01-07 20:39:46.870211,online,REF5394
T9192,P1201,W102,S218,TRANSFER,43,31733.2,1364527.6,2025-08-22 13:41:04.034142,online,REF8202
T9193,P1177,W107,S206,OUT,69,21795.33,1503877.77,2025-09-09 23:06:58.097828,online,REF6411
T9194,P1183,W107,,INVALID,69,43054.34,2970749.46,2026-03-11 00:16:24.117405,online,REF3357
T9195,P1107,W102,S215,TRANSFER,11,4701.39,51715.29,2026-02-02 23:41:59.229085,internal,REF6633
T9196,P1293,W101,S219,IN,48,21337.65,1024207.2000000001,2025-08-15 18:17:06.958266,internal,REF1888
T9197,P1195,W108,,RETURN,89,8526.22,758833.58,2025-08-22 17:54:00.781100,offline,REF2587
T9198,P1069,W100,S204,TRANSFER,60,5727.94,343676.39999999997,2025-05-08 03:10:00.863339,online,REF3526
T9199,P1412,W102,S215,TRANSFER,90,20597.17,1853745.2999999998,2025-10-21 21:03:02.924360,online,REF1830
T9200,P1330,W100,S201,IN,21,24946.2,523870.2,2025-11-17 03:56:31.402617,online,REF2970
T9201,P1341,W109,S201,IN,70,40682.26,2847758.2,2025-12-27 21:55:24.147643,internal,REF2433
T9202,P1307,W106,S215,INVALID,37,10532.0,389684.0,2025-07-17 15:42:51.724208,online,REF2459
T9203,P1391,W105,,INVALID,63,11536.62,726807.06,2025-04-30 18:46:10.279062,online,REF4864
T9204,P1265,W101,,INVALID,88,4239.07,373038.16,2025-11-20 09:30:08.027893,offline,REF3199
T9205,P1090,W100,S219,RETURN,60,32618.27,1957096.2,2025-04-27 18:52:30.698745,internal,REF5579
T9206,P1181,W103,S211,RETURN,2,44315.26,88630.52,2025-09-19 01:47:42.703090,online,REF1314
T9207,P1420,W106,,TRANSFER,86,37372.86,3214065.96,2025-06-15 00:50:47.808847,offline,REF8469
T9208,P1447,W100,,INVALID,77,17186.48,1323358.96,2025-06-12 04:45:42.878475,offline,REF6704
T9209,P1117,W107,S211,TRANSFER,66,21397.59,1412240.94,2025-11-30 14:11:31.861910,online,REF2271
T9210,P1047,W107,,INVALID,88,33885.52,2981925.76,2025-05-25 03:42:24.534600,internal,REF3941
T9211,P1442,W104,S211,IN,93,12293.43,1143288.99,2026-03-07 15:15:53.508120,internal,REF5274
T9212,P1450,W108,S203,TRANSFER,71,21790.59,1547131.89,2025-08-10 11:31:13.254050,internal,REF8533
T9213,P1234,W100,S202,OUT,93,24423.79,2271412.47,2026-01-06 21:01:07.394220,online,REF4997
T9214,P1368,W101,S202,OUT,31,29562.9,916449.9,2025-10-19 20:01:05.834315,offline,REF7502
T9215,P1419,W108,S215,OUT,27,9189.05,248104.34999999998,2025-06-12 07:46:39.887381,offline,REF1755
T9216,P1475,W100,,TRANSFER,28,18164.94,508618.31999999995,2025-09-25 12:59:34.550954,offline,REF4211
T9217,P1177,W104,,IN,55,42536.17,2339489.35,2025-04-22 09:33:07.831864,online,REF4086
T9218,P1379,W108,,INVALID,73,20215.28,1475715.44,2026-04-08 04:28:53.541229,internal,REF3224
T9219,P1396,W105,S205,RETURN,65,4843.34,314817.10000000003,2025-10-24 18:24:09.235743,offline,REF7586
T9220,P1075,W106,S200,TRANSFER,24,39796.39,955113.36,2025-11-19 07:47:50.166958,offline,REF6640
T9221,P1061,W100,,OUT,53,14251.25,755316.25,2026-02-14 19:54:33.192474,offline,REF8001
T9222,P1154,W103,,OUT,40,22864.83,914593.2000000001,2025-11-03 02:05:15.953581,offline,REF1020
T9223,P1097,W107,S212,TRANSFER,32,15525.08,496802.56,2025-09-13 13:58:39.629281,online,REF1830
T9224,P1015,W108,S219,OUT,13,19394.38,252126.94,2025-09-08 17:06:03.185059,online,REF7427
T9225,P1223,W102,,INVALID,54,25559.88,1380233.52,2026-03-09 11:10:51.555007,offline,REF6120
T9226,P1029,W105,S209,RETURN,22,26131.39,574890.58,2025-09-17 15:20:54.176758,internal,REF9516
T9227,P1496,W101,S214,OUT,90,2989.24,269031.6,2025-10-05 13:26:09.490796,offline,REF9092
T9228,P1420,W102,,RETURN,94,38112.61,3582585.34,2026-02-01 00:51:28.088805,internal,REF3839
T9229,P1412,W101,S205,TRANSFER,20,30602.83,612056.6000000001,2025-09-12 18:06:32.079947,online,REF6179
T9230,P1095,W107,S208,INVALID,10,40861.72,408617.2,2025-06-23 01:30:43.582469,internal,REF5653
T9231,P1096,W109,S215,OUT,83,9684.27,803794.41,2026-02-12 02:32:19.136625,online,REF6351
T9232,P1195,W100,,IN,20,34869.0,697380.0,2025-05-22 01:21:57.663373,online,REF8403
T9233,P1370,W105,S215,RETURN,29,15150.09,439352.61,2025-08-21 17:46:00.662140,offline,REF1553
T9234,P1021,W100,S201,INVALID,23,29829.46,686077.58,2026-02-22 08:59:30.022860,online,REF5139
T9235,P1213,W109,S211,IN,20,17288.88,345777.60000000003,2026-03-14 02:17:44.855764,offline,REF2405
T9236,P1382,W100,S201,OUT,48,28747.62,1379885.76,2025-09-24 10:13:49.165157,online,REF7145
T9237,P1214,W107,S215,OUT,16,9599.27,153588.32,2025-09-28 17:04:50.969951,online,REF8442
T9238,P1450,W107,,TRANSFER,87,33423.75,2907866.25,2025-11-27 00:34:21.393583,offline,REF6060
T9239,P1230,W104,S207,RETURN,41,39716.01,1628356.4100000001,2025-08-28 15:35:47.415040,offline,REF3455
T9240,P1283,W103,S206,TRANSFER,98,20870.71,2045329.5799999998,2026-04-16 11:29:31.175811,internal,REF8252
T9241,P1056,W107,S210,IN,56,39853.46,2231793.76,2025-07-14 16:05:19.229459,offline,REF8526
T9242,P1381,W102,,IN,80,10928.21,874256.7999999999,2025-06-09 18:59:31.944793,online,REF6694
T9243,P1267,W107,S207,IN,40,45887.92,1835516.7999999998,2025-08-02 05:09:35.148534,offline,REF2542
T9244,P1153,W105,,TRANSFER,6,19601.18,117607.08,2025-05-14 13:13:47.492247,online,REF8711
T9245,P1124,W100,S200,TRANSFER,57,42482.83,2421521.31,2025-04-28 08:21:02.049968,online,REF7066
T9246,P1209,W108,S201,RETURN,77,33877.09,2608535.9299999997,2026-02-16 20:29:00.265978,offline,REF4622
T9247,P1462,W108,S201,INVALID,40,28662.04,1146481.6,2025-10-07 22:52:00.503924,internal,REF3739
T9248,P1087,W101,S202,IN,34,22459.75,763631.5,2025-12-24 17:18:35.772148,offline,REF1222
T9249,P1444,W101,,IN,94,16459.64,1547206.16,2025-12-06 07:06:50.918284,offline,REF8891
T9250,P1084,W101,S212,RETURN,78,49583.09,3867481.0199999996,2025-12-29 11:48:07.312457,offline,REF9746
T9251,P1499,W106,,TRANSFER,100,30823.41,3082341.0,2025-05-03 04:40:33.498696,online,REF5284
T9252,P1402,W100,,RETURN,7,17222.94,120560.57999999999,2026-04-13 16:32:23.837097,online,REF1804
T9253,P1295,W102,S219,INVALID,2,35913.68,71827.36,2025-11-12 11:58:13.188469,online,REF7898
T9254,P1184,W105,S214,OUT,76,13375.65,1016549.4,2025-11-27 23:23:35.266210,offline,REF1422
T9255,P1032,W100,S216,OUT,93,42793.07,3979755.51,2026-01-23 15:57:47.080487,internal,REF4968
T9256,P1110,W106,S203,RETURN,8,30212.12,241696.96,2025-11-22 16:19:28.391139,online,REF6430
T9257,P1217,W109,S214,RETURN,22,38182.39,840012.58,2026-01-10 16:44:49.771953,internal,REF2268
T9258,P1298,W103,,INVALID,32,33775.06,1080801.92,2025-12-28 14:52:55.474833,offline,REF4047
T9259,P1023,W103,S213,INVALID,31,704.63,21843.53,2025-12-28 22:10:20.718483,internal,REF9806
T9260,P1228,W103,S205,INVALID,37,2664.79,98597.23,2026-01-18 17:08:35.624542,online,REF6616
T9261,P1344,W101,S217,IN,90,25949.94,2335494.6,2025-08-03 14:05:24.224462,internal,REF5951
T9262,P1401,W101,S210,INVALID,40,3136.12,125444.79999999999,2025-04-22 05:29:43.151859,offline,REF7796
T9263,P1488,W108,,IN,87,6247.72,543551.64,2025-05-26 12:05:59.214877,online,REF8873
T9264,P1055,W107,S207,IN,29,11195.06,324656.74,2025-05-01 12:11:38.699233,online,REF1835
T9265,P1174,W101,,IN,23,31603.84,726888.32,2025-10-07 13:51:02.660610,online,REF6929
T9266,P1337,W100,,OUT,17,42439.6,721473.2,2025-07-06 11:34:57.604660,online,REF4811
T9267,P1310,W108,S212,INVALID,53,25425.05,1347527.65,2026-01-03 22:08:09.950021,internal,REF6220
T9268,P1130,W103,S218,IN,48,16300.77,782436.96,2025-07-14 23:52:32.004718,offline,REF5497
T9269,P1241,W103,,INVALID,49,11944.75,585292.75,2025-06-05 15:18:17.385166,offline,REF4546
T9270,P1304,W103,S205,TRANSFER,70,2339.36,163755.2,2025-04-21 13:17:57.118971,offline,REF7382
T9271,P1448,W100,S200,TRANSFER,31,23341.44,723584.64,2026-02-16 20:18:08.609799,online,REF6796
T9272,P1124,W104,,TRANSFER,7,49581.65,347071.55,2025-10-13 05:09:08.101750,internal,REF2592
T9273,P1144,W104,S214,IN,89,13935.2,1240232.8,2025-09-08 02:00:52.254714,internal,REF3201
T9274,P1416,W105,,INVALID,10,41962.7,419627.0,2026-02-04 00:57:47.797502,offline,REF6882
T9275,P1201,W103,S218,RETURN,43,27993.55,1203722.65,2026-01-21 07:28:46.633548,offline,REF3684
T9276,P1099,W104,S207,RETURN,32,18334.7,586710.4,2026-03-03 04:31:42.759605,offline,REF2657
T9277,P1276,W102,S207,OUT,9,1192.5,10732.5,2026-03-05 18:43:05.422959,online,REF2739
T9278,P1103,W103,,IN,25,11198.57,279964.25,2026-01-20 05:00:10.001475,offline,REF4363
T9279,P1208,W108,S215,OUT,36,44523.37,1602841.32,2026-01-28 19:49:52.344311,offline,REF8194
T9280,P1141,W107,,INVALID,85,24943.83,2120225.5500000003,2025-04-26 11:15:20.707079,internal,REF8345
T9281,P1287,W103,,IN,25,4062.89,101572.25,2026-04-11 11:54:40.559326,offline,REF4798
T9282,P1449,W107,S218,OUT,52,8547.98,444494.95999999996,2025-08-15 05:03:52.837757,internal,REF1609
T9283,P1098,W109,S219,OUT,45,24154.59,1086956.55,2025-09-27 10:00:34.132521,offline,REF4350
T9284,P1174,W109,S218,OUT,91,8788.11,799718.01,2025-08-02 09:12:25.637112,internal,REF8713
T9285,P1013,W101,,TRANSFER,6,40501.33,243007.98,2025-11-24 05:07:14.585050,offline,REF1885
T9286,P1419,W102,S212,INVALID,71,5967.51,423693.21,2025-08-07 06:55:48.667282,online,REF3789
T9287,P1292,W103,S205,IN,55,33768.43,1857263.65,2025-09-20 07:18:48.629623,online,REF3478
T9288,P1271,W103,S214,IN,71,2046.02,145267.42,2026-01-02 14:28:07.665035,offline,REF3964
T9289,P1106,W101,S210,OUT,64,38325.88,2452856.32,2026-03-27 04:19:57.562801,offline,REF6948
T9290,P1097,W105,S209,INVALID,42,44540.36,1870695.12,2026-01-24 07:37:57.328990,internal,REF6038
T9291,P1168,W106,S206,RETURN,59,6892.63,406665.17,2025-08-31 21:01:06.464146,online,REF8598
T9292,P1482,W106,S215,RETURN,44,514.17,22623.48,2026-03-01 09:58:15.790339,offline,REF5783
T9293,P1015,W105,S217,TRANSFER,62,26885.73,1666915.26,2025-05-28 14:07:03.010042,online,REF9598
T9294,P1470,W109,S202,OUT,42,4855.55,203933.1,2025-11-22 12:33:53.386015,offline,REF8755
T9295,P1487,W100,S218,RETURN,89,23571.39,2097853.71,2026-02-14 20:45:14.224220,offline,REF3000
T9296,P1439,W102,S216,TRANSFER,7,24732.73,173129.11,2025-11-01 15:26:11.600928,offline,REF5211
T9297,P1161,W104,S214,TRANSFER,23,36771.06,845734.3799999999,2025-07-20 19:27:20.106522,offline,REF6490
T9298,P1168,W103,S214,OUT,78,10198.77,795504.06,2026-01-09 03:04:29.547397,online,REF2658
T9299,P1124,W106,S206,IN,1,32007.47,32007.47,2025-10-13 21:44:46.772519,online,REF8406
T9300,P1216,W107,S203,IN,2,9305.58,18611.16,2025-10-10 11:38:37.460745,offline,REF4317
T9301,P1102,W109,,INVALID,100,35096.56,3509656.0,2025-10-01 16:37:25.997799,online,REF7403
T9302,P1277,W104,S214,IN,6,24263.87,145583.22,2025-07-30 10:14:51.675072,internal,REF5507
T9303,P1407,W106,,OUT,15,36332.47,544987.05,2025-07-30 05:48:43.732319,internal,REF6997
T9304,P1343,W102,S217,INVALID,78,7812.32,609360.96,2025-12-21 16:22:51.168840,internal,REF4174
T9305,P1173,W100,S217,OUT,25,48521.02,1213025.5,2025-04-27 17:40:39.498451,internal,REF7009
T9306,P1001,W102,,INVALID,23,40110.03,922530.69,2025-06-23 06:51:31.589640,offline,REF8155
T9307,P1139,W100,S210,IN,90,42721.3,3844917.0000000005,2025-06-19 02:02:33.197223,online,REF1226
T9308,P1032,W104,S213,IN,27,22535.18,608449.86,2025-04-26 17:37:15.522343,online,REF3799
T9309,P1330,W102,,IN,45,41768.17,1879567.65,2026-02-22 22:29:51.939303,internal,REF9452
T9310,P1408,W108,S202,TRANSFER,59,44577.07,2630047.13,2025-08-09 04:47:16.966121,internal,REF8516
T9311,P1067,W102,S215,TRANSFER,50,1564.22,78211.0,2025-12-30 05:39:51.650155,online,REF3868
T9312,P1250,W106,S215,RETURN,83,19525.82,1620643.06,2025-08-03 00:45:42.444068,online,REF9242
T9313,P1202,W104,S212,TRANSFER,55,13277.83,730280.65,2026-02-11 01:32:28.963917,online,REF6941
T9314,P1222,W105,,IN,43,34786.35,1495813.05,2026-03-04 15:52:21.185004,offline,REF3179
T9315,P1085,W109,,OUT,2,47734.23,95468.46,2025-08-05 09:25:24.498134,online,REF4194
T9316,P1484,W107,S203,RETURN,24,5464.26,131142.24,2025-11-22 08:57:49.220780,internal,REF8177
T9317,P1145,W107,,OUT,39,9966.25,388683.75,2025-05-26 13:27:12.306142,offline,REF3144
T9318,P1011,W100,S213,OUT,8,10594.71,84757.68,2025-11-09 19:02:10.176772,internal,REF5868
T9319,P1031,W106,S212,OUT,45,25691.21,1156104.45,2025-07-14 09:42:18.431240,offline,REF8899
T9320,P1417,W103,,RETURN,82,30881.02,2532243.64,2025-07-16 07:26:45.345635,offline,REF9397
T9321,P1499,W108,S211,TRANSFER,41,13493.84,553247.4400000001,2026-03-09 09:21:35.738195,internal,REF4688
T9322,P1022,W101,S211,INVALID,75,31358.88,2351916.0,2025-09-14 15:42:19.333703,internal,REF1959
T9323,P1374,W100,S214,TRANSFER,54,5909.53,319114.62,2025-10-16 13:07:14.175282,internal,REF4535
T9324,P1385,W100,,INVALID,64,33071.03,2116545.92,2025-10-25 06:48:57.386592,offline,REF5429
T9325,P1423,W102,S205,TRANSFER,65,5356.58,348177.7,2026-01-26 01:50:31.439106,online,REF6105
T9326,P1447,W103,,RETURN,36,21002.69,756096.84,2025-10-04 11:52:53.152389,offline,REF1407
T9327,P1195,W106,,OUT,25,44125.98,1103149.5,2025-11-20 05:38:33.464295,offline,REF2180
T9328,P1196,W106,S219,IN,64,24581.42,1573210.88,2025-10-14 23:38:08.650621,offline,REF2583
T9329,P1110,W102,,INVALID,65,49292.27,3203997.55,2025-11-25 07:47:46.804225,internal,REF6186
T9330,P1315,W102,,RETURN,24,48357.31,1160575.44,2025-07-14 17:52:26.098531,internal,REF5421
T9331,P1373,W106,S219,IN,48,1426.88,68490.24,2025-11-12 06:59:52.737964,online,REF2313
T9332,P1079,W106,,TRANSFER,34,3644.65,123918.1,2025-04-21 19:50:40.830950,offline,REF1589
T9333,P1271,W103,S219,IN,48,4192.27,201228.96000000002,2026-01-07 02:43:17.096857,online,REF4939
T9334,P1085,W106,S205,RETURN,78,28441.99,2218475.22,2026-03-16 07:43:39.409727,internal,REF6252
T9335,P1160,W102,S214,RETURN,57,22201.91,1265508.8699999999,2025-12-20 16:25:36.912786,offline,REF9347
T9336,P1235,W103,S214,OUT,36,9836.27,354105.72000000003,2025-08-07 06:39:05.143750,internal,REF2208
T9337,P1165,W108,S205,IN,52,49035.41,2549841.3200000003,2026-04-10 23:32:28.274343,offline,REF5876
T9338,P1128,W105,S216,TRANSFER,8,46424.66,371397.28,2025-10-26 00:11:34.625667,internal,REF5634
T9339,P1135,W107,S204,TRANSFER,31,14538.19,450683.89,2026-01-22 14:19:01.850453,internal,REF2260
T9340,P1197,W107,S217,IN,7,33692.95,235850.64999999997,2025-05-06 04:17:50.051594,online,REF7788
T9341,P1155,W109,,RETURN,32,35147.87,1124731.84,2025-11-20 22:03:35.759566,online,REF6226
T9342,P1132,W107,S213,TRANSFER,37,16580.84,613491.08,2025-08-17 13:13:11.299613,internal,REF9262
T9343,P1161,W108,S210,TRANSFER,64,43235.49,2767071.36,2026-04-16 17:56:33.786787,online,REF4218
T9344,P1320,W102,S217,TRANSFER,30,16383.43,491502.9,2025-05-01 16:28:59.384365,offline,REF6910
T9345,P1463,W108,,IN,92,24017.58,2209617.3600000003,2025-07-13 07:43:41.407602,offline,REF4721
T9346,P1246,W104,S218,IN,24,25732.26,617574.24,2025-08-22 19:36:16.633973,internal,REF3071
T9347,P1467,W101,S206,IN,48,16098.01,772704.48,2026-03-14 23:21:31.226836,online,REF1608
T9348,P1362,W106,S209,INVALID,15,48502.75,727541.25,2026-03-02 11:42:29.807670,offline,REF1912
T9349,P1021,W102,S219,IN,42,25039.7,1051667.4000000001,2025-12-06 12:52:22.242877,internal,REF3113
T9350,P1404,W106,S206,IN,65,2889.1,187791.5,2026-04-14 04:04:01.503458,offline,REF3387
T9351,P1146,W101,S203,TRANSFER,23,45052.27,1036202.21,2025-07-15 06:29:15.369642,online,REF2495
T9352,P1266,W106,,RETURN,19,865.32,16441.08,2025-06-05 17:28:30.011346,offline,REF8208
T9353,P1147,W105,S203,TRANSFER,50,31551.54,1577577.0,2025-05-02 12:34:56.043971,offline,REF2721
T9354,P1408,W101,S200,IN,7,6027.04,42189.28,2025-11-11 10:11:32.640765,offline,REF5823
T9355,P1376,W108,S209,OUT,45,27548.31,1239673.95,2025-06-14 11:43:52.012345,offline,REF6940
T9356,P1241,W102,S215,IN,34,21596.33,734275.2200000001,2026-02-11 16:02:05.230691,offline,REF9360
T9357,P1021,W102,,OUT,30,14212.41,426372.3,2025-05-21 01:33:42.904326,internal,REF8025
T9358,P1151,W105,S210,IN,100,42245.26,4224526.0,2025-10-02 10:11:25.882178,offline,REF5338
T9359,P1396,W103,,IN,44,25528.39,1123249.16,2025-09-14 18:15:57.647259,offline,REF3994
T9360,P1011,W103,,TRANSFER,73,4486.36,327504.27999999997,2025-09-05 14:09:29.526375,internal,REF3872
T9361,P1236,W108,S205,OUT,79,24609.49,1944149.7100000002,2026-02-08 09:13:34.330590,online,REF1284
T9362,P1064,W100,S213,OUT,70,49914.5,3494015.0,2025-11-21 19:41:38.958119,online,REF6561
T9363,P1353,W103,S216,IN,64,39648.1,2537478.4,2025-09-01 15:04:02.358236,offline,REF8813
T9364,P1469,W105,,TRANSFER,63,7437.7,468575.1,2025-06-19 16:15:38.720021,offline,REF9427
T9365,P1094,W108,S214,OUT,4,18578.48,74313.92,2025-12-07 21:02:58.244187,internal,REF2064
T9366,P1008,W105,S217,OUT,34,7784.25,264664.5,2025-05-05 11:58:30.863501,online,REF9368
T9367,P1143,W105,S201,IN,72,10541.78,759008.16,2026-03-29 10:09:28.160998,internal,REF4797
T9368,P1481,W102,S219,TRANSFER,80,698.22,55857.600000000006,2026-02-10 20:50:09.489434,internal,REF6363
T9369,P1366,W103,S208,TRANSFER,57,7571.23,431560.11,2025-05-07 18:40:03.756933,offline,REF3366
T9370,P1131,W106,S205,OUT,22,16662.89,366583.57999999996,2025-08-27 07:52:02.341034,online,REF1453
T9371,P1023,W102,,OUT,58,35414.83,2054060.1400000001,2025-11-22 20:02:40.337737,internal,REF8271
T9372,P1324,W103,,IN,26,18086.84,470257.84,2026-04-04 08:46:34.287962,offline,REF8655
T9373,P1209,W106,S208,RETURN,98,11839.25,1160246.5,2026-02-21 06:06:54.071103,offline,REF8517
T9374,P1346,W103,S210,RETURN,73,14514.95,1059591.35,2026-04-03 12:36:42.829786,internal,REF6079
T9375,P1374,W108,S218,TRANSFER,56,8379.59,469257.04000000004,2025-05-28 17:39:49.491232,offline,REF6143
T9376,P1022,W105,S201,OUT,86,44339.17,3813168.6199999996,2025-06-09 22:06:53.426995,online,REF6467
T9377,P1052,W109,S207,INVALID,23,42642.35,980774.0499999999,2025-04-24 06:53:22.013162,internal,REF9952
T9378,P1288,W102,,IN,6,37424.83,224548.98,2026-04-14 23:13:27.369338,online,REF1798
T9379,P1039,W102,,OUT,36,18419.87,663115.32,2025-05-19 14:00:47.478872,internal,REF7394
T9380,P1188,W108,S205,TRANSFER,85,40038.22,3403248.7,2026-04-05 02:31:21.663606,internal,REF2098
T9381,P1022,W101,S212,RETURN,75,9352.68,701451.0,2025-12-21 05:52:33.814903,online,REF7638
T9382,P1047,W108,S200,OUT,43,3419.12,147022.16,2026-03-01 02:05:32.384126,online,REF8265
T9383,P1089,W104,,INVALID,90,11965.34,1076880.6,2025-04-23 02:53:41.457857,internal,REF3213
T9384,P1496,W102,S217,RETURN,91,3740.13,340351.83,2026-01-02 15:22:49.683208,online,REF8562
T9385,P1494,W105,,IN,84,39189.25,3291897.0,2026-01-28 21:13:28.515002,offline,REF7370
T9386,P1063,W104,S210,TRANSFER,36,25954.23,934352.28,2026-04-03 04:14:52.564512,internal,REF6212
T9387,P1200,W109,S202,INVALID,14,13320.35,186484.9,2026-03-17 07:55:50.412148,internal,REF6896
T9388,P1012,W101,S203,OUT,89,37740.13,3358871.57,2025-06-07 19:47:51.195953,offline,REF8968
T9389,P1075,W105,S207,INVALID,73,27094.97,1977932.81,2026-04-09 15:31:42.411933,online,REF7390
T9390,P1330,W103,,IN,69,18654.02,1287127.3800000001,2026-03-11 01:07:42.043696,offline,REF4207
T9391,P1443,W107,,TRANSFER,61,37269.11,2273415.71,2025-06-03 18:01:36.374644,internal,REF2708
T9392,P1167,W109,,RETURN,2,18321.24,36642.48,2026-02-03 10:46:51.780205,internal,REF9107
T9393,P1211,W106,,TRANSFER,30,34026.03,1020780.8999999999,2025-08-01 22:17:43.779931,online,REF9957
T9394,P1480,W100,,TRANSFER,88,26096.3,2296474.4,2025-06-05 04:39:12.517553,online,REF1784
T9395,P1436,W108,,RETURN,10,9284.89,92848.9,2025-08-30 18:22:59.238699,online,REF1810
T9396,P1057,W106,S218,INVALID,89,10251.7,912401.3,2025-06-06 07:11:07.251250,online,REF3554
T9397,P1258,W107,S200,OUT,60,20777.5,1246650.0,2025-04-30 14:59:40.758448,internal,REF7498
T9398,P1170,W101,S219,RETURN,57,41787.1,2381864.6999999997,2026-01-10 00:05:51.976423,online,REF7018
T9399,P1042,W104,,INVALID,43,1778.5,76475.5,2025-06-19 13:20:41.157362,internal,REF2606
T9400,P1425,W108,S209,OUT,47,1933.39,90869.33,2026-02-21 18:53:31.653580,internal,REF6355
T9401,P1441,W104,S217,IN,21,40942.83,859799.43,2025-12-23 22:22:53.830456,online,REF5272
T9402,P1473,W100,S210,TRANSFER,80,29926.03,2394082.4,2025-08-08 16:27:21.050087,offline,REF6747
T9403,P1216,W105,S202,TRANSFER,46,41608.08,1913971.6800000002,2026-02-10 03:20:11.665148,internal,REF9160
T9404,P1496,W101,S218,INVALID,14,38496.9,538956.6,2026-01-19 17:02:30.947595,internal,REF2953
T9405,P1109,W104,S216,INVALID,59,27308.34,1611192.06,2026-01-01 20:45:38.133433,online,REF6419
T9406,P1455,W105,S218,INVALID,77,44952.32,3461328.64,2025-10-24 23:27:54.600285,online,REF7457
T9407,P1278,W108,S217,RETURN,84,36700.09,3082807.5599999996,2025-12-04 13:22:25.532399,online,REF7923
T9408,P1116,W100,S206,IN,13,39973.2,519651.6,2025-09-23 03:48:52.703569,offline,REF9391
T9409,P1027,W109,S204,OUT,16,19310.27,308964.32,2025-12-14 08:52:08.146025,internal,REF9132
T9410,P1123,W101,S204,TRANSFER,38,14310.87,543813.06,2025-05-28 06:00:17.950089,online,REF8023
T9411,P1284,W109,S206,INVALID,99,19794.16,1959621.84,2025-07-10 17:05:16.091457,offline,REF7377
T9412,P1017,W106,,INVALID,3,14319.61,42958.83,2026-01-07 11:47:14.657685,internal,REF5324
T9413,P1303,W108,S215,OUT,14,30914.27,432799.78,2025-06-17 14:49:38.045361,internal,REF6461
T9414,P1120,W105,S217,RETURN,2,30286.34,60572.68,2025-08-06 07:46:00.761031,offline,REF4770
T9415,P1243,W106,,RETURN,11,40780.31,448583.41,2025-07-23 22:26:46.403637,online,REF7171
T9416,P1224,W105,,INVALID,78,21020.03,1639562.3399999999,2025-08-16 09:49:36.971191,offline,REF7969
T9417,P1227,W104,S202,IN,27,13979.93,377458.11,2025-12-30 02:53:01.972599,offline,REF9061
