shipment_id,supplier_id,warehouse_id,shipment_status,shipment_date,delivery_date,delay_days,shipping_cost
SHIP2434,S203,W105,in_transit,2025-06-29,,1,2878.95
SHIP2435,S203,W103,delayed,2025-12-05,2025-12-08,3,7991.98
SHIP2436,S219,W109,in_transit,2025-11-28,,1,3676.79
SHIP2437,S201,W104,delayed,2025-05-05,2025-05-07,5,4487.62
SHIP2438,S202,W106,in_transit,2026-02-15,2026-02-16,5,14054.7
SHIP2439,S203,W109,delayed,2025-07-25,2025-08-01,0,15346.43
SHIP2440,S214,W101,in_transit,2025-05-03,2025-05-11,4,19125.77
SHIP2441,S207,W106,delayed,2025-08-30,2025-09-01,3,14205.84
SHIP2442,S211,W106,delivered,2025-10-30,2025-11-07,2,2090.71
SHIP2443,S212,W109,delivered,2025-09-08,,2,16833.96
SHIP2444,S219,W105,delivered,2025-09-02,2025-09-05,4,14855.28
SHIP2445,S201,W104,delayed,2025-09-11,2025-09-13,4,15760.91
SHIP2446,S201,W103,delivered,2025-09-15,2025-09-24,4,10836.14
SHIP2447,S219,W100,in_transit,2025-09-27,,3,15127.4
SHIP2448,S201,W101,delivered,2025-06-14,2025-06-21,3,8970.93
SHIP2449,S205,W109,delivered,2025-04-16,2025-04-19,1,4794.76
SHIP2450,S213,W101,in_transit,2025-06-26,2025-07-03,4,2799.99
SHIP2451,S209,W103,in_transit,2026-04-02,2026-04-11,5,15646.06
SHIP2452,S205,W104,delivered,2025-11-08,2025-11-14,1,7754.02
SHIP2453,S218,W101,delivered,2025-12-02,2025-12-04,3,8156.58
SHIP2454,S200,W100,in_transit,2025-11-14,2025-11-24,2,3603.78
SHIP2455,S216,W105,delivered,2025-11-19,,4,14427.79
SHIP2456,S206,W103,delayed,2026-02-13,2026-02-15,1,4750.26
SHIP2457,S211,W105,delivered,2025-06-30,2025-07-09,1,17059.34
SHIP2458,S202,W100,delayed,2025-06-08,,5,18719.38
SHIP2459,S202,W109,delayed,2025-12-04,2025-12-06,0,12229.22
SHIP2460,S210,W106,delayed,2025-11-09,2025-11-18,3,3466.35
SHIP2461,S209,W108,delivered,2026-03-10,2026-03-15,3,16695.73
SHIP2462,S206,W104,delivered,2025-12-12,2025-12-15,4,19871.01
SHIP2463,S203,W107,in_transit,2025-10-21,2025-10-26,2,16404.32
SHIP2464,S209,W100,in_transit,2025-12-08,2025-12-09,1,2267.29
SHIP2465,S204,W106,in_transit,2025-08-24,2025-08-26,5,1348.36
SHIP2466,S211,W103,in_transit,2025-08-22,,5,13943.3
SHIP2467,S207,W101,in_transit,2025-11-24,2025-12-02,1,10730.91
SHIP2468,S204,W106,in_transit,2026-04-03,2026-04-10,2,4047.48
SHIP2469,S209,W103,in_transit,2026-01-12,2026-01-21,2,5222.17
SHIP2470,S214,W106,delayed,2025-06-09,2025-06-14,3,10070.3
SHIP2471,S215,W103,delayed,2026-01-14,2026-01-18,4,6399.78
SHIP2472,S214,W109,delivered,2025-05-21,2025-05-22,2,6182.07
SHIP2473,S200,W101,delivered,2025-09-19,2025-09-23,0,15423.96
SHIP2474,S218,W104,delayed,2025-06-29,,1,14062.37
SHIP2475,S208,W107,delayed,2026-02-22,2026-02-27,0,1670.54
SHIP2476,S200,W105,delivered,2025-07-15,2025-07-22,3,1939.76
SHIP2477,S212,W103,in_transit,2025-07-14,,2,12174.28
SHIP2478,S209,W100,in_transit,2025-07-04,2025-07-12,3,10852.18
SHIP2479,S218,W109,delivered,2025-04-17,2025-04-18,1,16294.67
SHIP2480,S218,W104,delivered,2025-05-06,,0,8573.46
SHIP2481,S217,W104,in_transit,2025-10-26,2025-10-29,0,19565.25
SHIP2482,S206,W102,delivered,2025-08-30,2025-09-09,3,18844.64
SHIP2483,S207,W107,delivered,2026-04-01,,1,16394.33
SHIP2484,S216,W106,delivered,2026-01-15,2026-01-22,3,19769.21
SHIP2485,S205,W104,delayed,2025-12-06,2025-12-15,3,11064.93
SHIP2486,S207,W108,in_transit,2025-12-12,2025-12-17,0,17723.56
SHIP2487,S217,W107,delivered,2026-02-07,2026-02-12,5,18825.07
SHIP2488,S202,W105,delivered,2026-03-08,2026-03-15,0,5330.66
SHIP2489,S215,W103,in_transit,2025-10-22,2025-10-28,3,4759.06
SHIP2490,S206,W103,in_transit,2026-01-07,2026-01-15,3,7777.18
SHIP2491,S219,W100,in_transit,2025-05-28,2025-06-05,0,14871.87
SHIP2492,S214,W109,delivered,2025-08-16,2025-08-20,3,5149.29
SHIP2493,S207,W102,in_transit,2026-01-25,,1,5546.06
SHIP2494,S215,W101,in_transit,2025-12-12,2025-12-17,0,5592.72
SHIP2495,S200,W108,delivered,2025-11-18,2025-11-19,5,13189.4
SHIP2496,S203,W106,in_transit,2025-04-24,2025-04-25,2,3710.58
SHIP2497,S213,W106,in_transit,2026-03-18,2026-03-25,0,7708.75
SHIP2498,S215,W105,in_transit,2025-05-19,2025-05-25,1,15794.93
SHIP2499,S217,W100,in_transit,2026-03-01,2026-03-05,3,10019.18
SHIP2500,S207,W102,delayed,2025-12-06,2025-12-12,3,19522.92
SHIP2501,S207,W102,in_transit,2025-12-09,2025-12-17,1,6087.35
SHIP2502,S212,W100,in_transit,2025-08-09,2025-08-17,5,5750.44
SHIP2503,S218,W103,delivered,2025-08-28,2025-08-29,2,5406.15
SHIP2504,S204,W102,in_transit,2025-07-18,2025-07-19,2,18237.82
SHIP2505,S212,W104,delayed,2025-06-14,,5,14212.12
SHIP2506,S213,W106,delivered,2025-10-14,2025-10-20,1,11611.49
SHIP2507,S203,W104,delivered,2026-01-02,2026-01-12,5,7904.38
SHIP2508,S217,W106,in_transit,2025-10-24,2025-10-26,4,14250.47
SHIP2509,S204,W102,delivered,2026-03-28,,5,1549.36
SHIP2510,S216,W101,delivered,2025-12-16,2025-12-21,3,14402.43
SHIP2511,S212,W109,delayed,2025-12-04,2025-12-11,2,19290.89
SHIP2512,S203,W104,in_transit,2025-10-23,2025-10-31,5,9704.33
SHIP2513,S215,W106,delayed,2025-06-28,2025-07-03,4,9365.23
SHIP2514,S208,W103,in_transit,2025-10-08,,0,15634.18
SHIP2515,S216,W106,in_transit,2025-08-17,2025-08-19,4,4161.85
SHIP2516,S218,W109,in_transit,2025-09-18,,0,5332.23
SHIP2517,S218,W103,delivered,2025-05-22,2025-05-30,5,1252.03
SHIP2518,S202,W105,in_transit,2025-08-25,2025-09-02,2,8804.8
SHIP2519,S207,W106,delayed,2025-06-03,2025-06-04,1,13621.98
SHIP2520,S218,W106,delivered,2025-09-20,2025-09-24,1,17621.85
SHIP2521,S212,W109,delivered,2025-07-29,2025-08-08,5,4234.11
SHIP2522,S207,W108,delivered,2026-01-20,2026-01-21,3,15459.92
SHIP2523,S218,W103,delayed,2025-08-07,2025-08-12,3,16531.77
SHIP2524,S207,W109,delayed,2025-07-21,2025-07-30,1,16826.82
SHIP2525,S213,W104,delivered,2026-01-14,2026-01-20,2,3668.76
SHIP2526,S210,W100,delivered,2026-04-09,2026-04-17,0,13316.52
SHIP2527,S213,W107,delivered,2025-10-04,2025-10-10,2,1816.47
SHIP2528,S214,W105,in_transit,2025-04-23,2025-04-26,3,3946.36
SHIP2529,S219,W105,delivered,2025-05-27,2025-05-29,0,19003.45
SHIP2530,S212,W109,delayed,2025-12-07,2025-12-11,4,3223.87
SHIP2531,S215,W101,delivered,2025-06-28,2025-07-08,1,14285.2
SHIP2532,S212,W102,in_transit,2025-11-19,2025-11-29,4,7430.92
SHIP2533,S216,W103,delivered,2026-02-22,2026-02-25,0,10037.1
SHIP2534,S209,W108,delayed,2025-09-15,2025-09-16,4,14735.36
SHIP2535,S200,W103,delayed,2025-08-03,2025-08-12,3,1822.84
SHIP2536,S207,W102,delivered,2025-07-16,2025-07-25,1,12529.82
SHIP2537,S207,W101,delayed,2026-03-21,2026-03-29,3,1703.27
SHIP2538,S207,W100,in_transit,2026-03-28,2026-03-29,1,18893.09
SHIP2539,S202,W106,delayed,2025-05-29,2025-06-08,4,6628.24
SHIP2540,S209,W107,delivered,2026-01-18,,3,8335.07
SHIP2541,S206,W103,in_transit,2026-02-14,2026-02-17,5,5043.76
SHIP2542,S206,W103,in_transit,2026-02-02,2026-02-03,1,1737.44
SHIP2543,S210,W108,delivered,2026-04-11,2026-04-20,1,10708.21
SHIP2544,S200,W106,in_transit,2025-08-25,2025-08-31,4,19544.02
SHIP2545,S218,W104,delayed,2025-05-20,2025-05-26,0,11178.43
SHIP2546,S202,W106,delivered,2025-05-17,2025-05-24,2,18708.52
SHIP2547,S209,W104,delivered,2025-11-20,2025-11-24,2,12203.32
SHIP2548,S205,W107,delivered,2025-07-23,2025-07-30,4,15535.07
SHIP2549,S212,W107,delayed,2026-03-27,2026-04-03,3,18923.46
SHIP2550,S201,W106,in_transit,2025-06-10,2025-06-11,2,10757.73
SHIP2551,S201,W100,delayed,2025-06-18,2025-06-19,0,5257.98
SHIP2552,S206,W105,delivered,2025-11-18,2025-11-27,0,18497.87
SHIP2553,S211,W103,delayed,2025-08-27,2025-09-04,5,8521.76
SHIP2554,S200,W106,delayed,2025-10-29,2025-11-05,1,2344.43
SHIP2555,S201,W108,delayed,2025-07-27,2025-07-30,0,6150.16
SHIP2556,S207,W103,delayed,2026-02-26,2026-02-27,2,11387.68
SHIP2557,S212,W103,delivered,2025-05-16,2025-05-17,3,14696.52
SHIP2558,S219,W107,in_transit,2025-11-28,2025-12-08,0,8733.65
SHIP2559,S206,W109,delivered,2026-02-19,2026-02-21,3,5814.65
SHIP2560,S215,W108,delivered,2025-05-11,,0,3278.58
SHIP2561,S213,W107,delayed,2025-10-17,2025-10-19,4,9855.37
SHIP2562,S204,W104,in_transit,2026-02-25,,1,6303.16
SHIP2563,S200,W100,delayed,2025-12-07,,1,3431.83
SHIP2564,S215,W107,delivered,2026-02-18,,0,10313.32
SHIP2565,S201,W102,delivered,2025-11-29,2025-12-03,5,4756.79
SHIP2566,S214,W101,delayed,2025-05-27,2025-05-30,5,9892.97
SHIP2567,S204,W103,delayed,2026-03-30,2026-04-01,2,3022.04
SHIP2568,S203,W105,delivered,2025-04-17,,5,6737.66
SHIP2569,S202,W100,delayed,2026-04-16,2026-04-21,0,8155.2
SHIP2570,S200,W101,delivered,2025-07-19,2025-07-20,5,1108.72
SHIP2571,S209,W108,delayed,2026-04-10,2026-04-17,3,10222.68
SHIP2572,S200,W108,delayed,2025-12-13,2025-12-18,2,8073.98
SHIP2573,S201,W109,delivered,2025-08-03,2025-08-13,3,6321.12
SHIP2574,S218,W102,delayed,2026-02-07,2026-02-14,4,7722.66
SHIP2575,S212,W109,in_transit,2026-01-23,,1,15725.64
SHIP2576,S210,W105,delayed,2025-09-05,2025-09-08,2,13363.49
SHIP2577,S213,W106,in_transit,2026-03-26,2026-04-04,0,16310.21
SHIP2578,S203,W102,delayed,2026-03-17,2026-03-24,5,10545.93
SHIP2579,S211,W108,in_transit,2025-10-22,2025-10-23,5,13849.23
SHIP2580,S217,W105,in_transit,2025-12-22,2026-01-01,5,15475.07
SHIP2581,S210,W106,delivered,2026-03-07,,1,18484.11
SHIP2582,S212,W104,delayed,2025-12-21,2025-12-27,3,19669.15
SHIP2583,S211,W103,delayed,2025-06-24,2025-06-26,5,19581.38
SHIP2584,S207,W105,delivered,2025-12-19,2025-12-29,5,19340.16
SHIP2585,S201,W103,in_transit,2026-01-06,2026-01-13,1,17201.49
SHIP2586,S208,W107,delivered,2026-03-05,2026-03-07,1,18762.97
SHIP2587,S202,W102,delayed,2025-09-05,2025-09-11,2,3862.99
SHIP2588,S207,W105,delayed,2025-07-05,,3,3912.27
SHIP2589,S206,W105,delayed,2025-08-30,2025-09-09,4,19860.82
SHIP2590,S216,W104,delivered,2025-08-02,2025-08-05,3,4213.93
SHIP2591,S210,W109,in_transit,2025-11-22,2025-12-02,3,16916.96
SHIP2592,S209,W100,delivered,2025-04-27,2025-04-30,1,7088.46
SHIP2593,S206,W100,delayed,2026-03-30,,0,7656.04
SHIP2594,S211,W107,delayed,2026-01-14,2026-01-18,4,6320.67
SHIP2595,S206,W103,in_transit,2025-05-20,,5,11687.42
SHIP2596,S210,W106,in_transit,2025-08-19,2025-08-28,1,15183.47
SHIP2597,S212,W106,delivered,2026-02-21,,0,5169.46
SHIP2598,S214,W107,in_transit,2026-04-05,2026-04-06,3,13680.0
SHIP2599,S209,W100,delayed,2025-10-30,2025-11-08,1,14628.22
SHIP2600,S213,W106,delayed,2025-04-30,,2,18474.85
SHIP2601,S214,W107,delayed,2025-08-09,2025-08-10,2,13574.37
SHIP2602,S208,W106,in_transit,2025-04-27,2025-05-02,0,9261.31
SHIP2603,S217,W102,delayed,2025-12-23,2025-12-31,2,3543.18
SHIP2604,S205,W103,delayed,2025-05-10,,4,17822.86
SHIP2605,S205,W105,in_transit,2025-08-30,2025-09-05,4,9084.5
SHIP2606,S219,W104,delivered,2025-07-02,,3,3821.84
SHIP2607,S212,W106,delayed,2025-05-09,2025-05-14,3,16168.0
SHIP2608,S204,W105,in_transit,2026-03-13,2026-03-17,0,5822.62
SHIP2609,S219,W100,delivered,2025-06-16,,3,13863.74
SHIP2610,S201,W102,delayed,2025-09-08,2025-09-12,3,5135.27
SHIP2611,S215,W106,delayed,2026-03-26,2026-04-04,1,9964.7
SHIP2612,S209,W107,in_transit,2025-09-30,2025-10-06,5,10807.3
SHIP2613,S203,W103,delayed,2025-05-17,2025-05-20,2,16726.25
SHIP2614,S214,W109,delayed,2025-05-31,2025-06-02,1,14703.01
SHIP2615,S214,W107,delayed,2025-04-30,2025-05-04,5,9155.21
SHIP2616,S201,W105,delayed,2026-04-16,2026-04-20,4,17776.77
SHIP2617,S218,W106,delivered,2025-07-25,,5,4564.08
SHIP2618,S202,W105,delivered,2026-04-07,,5,10847.11
SHIP2619,S200,W100,delivered,2026-03-06,2026-03-08,2,11906.65
SHIP2620,S208,W100,in_transit,2026-03-03,,4,8469.46
SHIP2621,S205,W102,delayed,2025-12-21,2025-12-24,0,15762.29
SHIP2622,S207,W109,in_transit,2026-02-28,2026-03-01,4,4486.2
SHIP2623,S200,W103,delayed,2026-01-14,2026-01-23,3,10352.59
SHIP2624,S209,W106,in_transit,2025-06-12,2025-06-21,1,17009.41
SHIP2625,S208,W102,delivered,2026-03-21,2026-03-29,1,2415.15
SHIP2626,S211,W101,delivered,2025-04-19,2025-04-21,0,12246.19
SHIP2627,S211,W109,in_transit,2026-04-15,,2,10922.04
SHIP2628,S214,W107,in_transit,2026-03-11,2026-03-21,2,16556.02
SHIP2629,S215,W109,in_transit,2026-03-27,2026-04-06,1,19279.08
SHIP2630,S200,W107,in_transit,2026-01-21,2026-01-28,5,3996.64
SHIP2631,S214,W103,delayed,2025-09-14,2025-09-17,1,17472.03
SHIP2632,S219,W104,in_transit,2025-05-11,2025-05-19,4,11448.89
SHIP2633,S205,W108,delivered,2025-09-02,,2,18380.23
SHIP2634,S200,W106,in_transit,2025-12-14,2025-12-21,0,10771.99
SHIP2635,S206,W100,delivered,2025-06-27,,4,12899.46
SHIP2636,S212,W104,delayed,2026-01-23,,2,16814.85
SHIP2637,S217,W104,delayed,2025-11-23,2025-11-29,0,6156.06
SHIP2638,S215,W103,delayed,2025-11-14,2025-11-15,1,3976.02
SHIP2639,S219,W102,delivered,2026-03-12,2026-03-22,2,14304.09
SHIP2640,S215,W103,delayed,2026-01-12,2026-01-16,2,8414.26
SHIP2641,S203,W103,delayed,2025-05-15,2025-05-19,2,14025.02
SHIP2642,S210,W102,in_transit,2026-02-15,2026-02-20,2,14987.03
SHIP2643,S208,W103,in_transit,2025-05-01,2025-05-06,2,13023.66
SHIP2644,S213,W106,delivered,2025-08-30,2025-09-01,1,2944.05
SHIP2645,S201,W107,delayed,2025-12-06,,4,7505.05
SHIP2646,S216,W106,delayed,2025-10-08,,3,13198.99
SHIP2647,S202,W104,delivered,2026-02-11,2026-02-14,3,2144.75
SHIP2648,S214,W107,delayed,2026-04-12,2026-04-13,1,19172.32
SHIP2649,S201,W105,in_transit,2025-11-09,,3,14614.06
SHIP2650,S214,W104,delivered,2025-09-18,2025-09-25,2,6390.55
SHIP2651,S211,W105,delayed,2026-03-09,2026-03-10,3,10388.93
SHIP2652,S217,W105,in_transit,2025-07-26,2025-07-29,0,10172.06
SHIP2653,S208,W103,delivered,2025-10-17,2025-10-25,1,13374.17
SHIP2654,S200,W101,in_transit,2025-12-20,,4,11271.92
SHIP2655,S207,W104,delivered,2026-01-07,2026-01-09,1,5668.28
SHIP2656,S216,W101,delayed,2026-03-30,2026-04-07,4,10127.85
SHIP2657,S200,W104,delayed,2026-02-19,2026-02-22,0,10140.44
SHIP2658,S215,W108,delayed,2025-05-15,2025-05-17,0,8734.02
SHIP2659,S205,W103,delivered,2025-05-21,2025-05-25,0,8340.38
SHIP2660,S203,W103,delivered,2025-04-27,,5,16250.82
SHIP2661,S209,W109,in_transit,2025-05-10,2025-05-13,3,10187.4
SHIP2662,S206,W106,in_transit,2025-06-13,,1,17706.38
SHIP2663,S202,W100,delayed,2026-04-03,2026-04-10,5,10967.6
SHIP2664,S211,W109,delivered,2025-10-18,2025-10-28,1,13444.72
SHIP2665,S202,W107,delayed,2026-01-12,2026-01-16,5,6844.56
SHIP2666,S216,W103,in_transit,2025-12-16,2025-12-17,1,3873.41
SHIP2667,S203,W106,in_transit,2026-03-13,2026-03-14,5,14066.77
SHIP2668,S217,W102,in_transit,2025-08-26,2025-09-01,0,3560.33
SHIP2669,S213,W101,delivered,2026-04-08,2026-04-16,2,17664.28
SHIP2670,S216,W102,delayed,2025-12-31,,5,19989.22
SHIP2671,S207,W103,delayed,2025-09-18,2025-09-22,3,7354.53
SHIP2672,S206,W108,delayed,2025-10-10,2025-10-15,4,19277.03
SHIP2673,S204,W108,delayed,2025-06-10,2025-06-11,4,7680.52
SHIP2674,S213,W105,in_transit,2026-01-25,2026-01-26,3,13312.6
SHIP2675,S213,W105,delivered,2025-05-01,2025-05-07,1,8242.73
SHIP2676,S218,W103,delivered,2025-11-13,2025-11-23,0,5446.54
SHIP2677,S210,W105,in_transit,2025-08-29,2025-09-07,0,13780.26
SHIP2678,S208,W100,delayed,2026-02-25,2026-03-07,3,8761.1
SHIP2679,S212,W101,in_transit,2025-12-27,2026-01-06,1,4726.44
SHIP2680,S207,W100,in_transit,2025-11-21,2025-11-24,2,11324.64
SHIP2681,S211,W108,in_transit,2025-08-31,2025-09-08,2,19517.89
SHIP2682,S218,W107,delayed,2025-12-12,,4,5568.09
SHIP2683,S217,W109,delivered,2025-04-18,,5,13565.53
SHIP2684,S218,W108,delivered,2026-04-04,2026-04-10,2,4077.06
SHIP2685,S203,W108,in_transit,2026-01-01,2026-01-11,1,1832.62
SHIP2686,S203,W104,delivered,2025-12-14,2025-12-17,1,8710.47
SHIP2687,S215,W101,in_transit,2026-03-19,,1,4179.27
SHIP2688,S205,W108,delayed,2025-06-07,2025-06-09,5,9280.21
SHIP2689,S201,W102,in_transit,2026-03-06,2026-03-16,2,13482.12
SHIP2690,S204,W108,delivered,2026-02-11,2026-02-13,2,11816.19
SHIP2691,S213,W109,in_transit,2026-03-30,2026-04-03,0,10209.82
SHIP2692,S214,W106,delayed,2025-10-17,2025-10-19,3,16857.11
SHIP2693,S204,W104,in_transit,2026-02-19,2026-02-28,3,13532.08
SHIP2694,S201,W106,delayed,2025-12-06,2025-12-12,0,19419.47
SHIP2695,S202,W105,delivered,2025-12-30,2026-01-08,2,18242.68
SHIP2696,S210,W100,delivered,2025-06-18,2025-06-25,2,1352.23
SHIP2697,S209,W104,delayed,2026-03-05,2026-03-06,3,14612.56
SHIP2698,S206,W104,in_transit,2025-05-17,2025-05-21,4,19436.9
SHIP2699,S217,W109,in_transit,2025-10-14,2025-10-22,2,13689.75
SHIP2700,S214,W108,in_transit,2025-10-31,2025-11-04,3,9876.86
SHIP2701,S212,W105,delayed,2025-08-27,2025-08-30,1,8035.53
SHIP2702,S213,W101,in_transit,2025-09-21,2025-09-30,0,1002.45
SHIP2703,S215,W101,in_transit,2025-10-24,2025-10-31,5,5119.38
SHIP2704,S211,W100,in_transit,2025-12-23,2025-12-31,0,7329.75
SHIP2705,S201,W105,delayed,2026-03-03,2026-03-13,0,10599.69
SHIP2706,S203,W104,delivered,2025-04-28,,3,19710.68
SHIP2707,S219,W107,delayed,2025-09-15,2025-09-17,3,17864.78
SHIP2708,S216,W109,delivered,2025-04-28,2025-05-01,1,5965.96
SHIP2709,S202,W108,delayed,2025-09-12,2025-09-13,4,14123.78
SHIP2710,S216,W100,in_transit,2025-10-09,2025-10-19,2,9748.97
SHIP2711,S211,W108,in_transit,2025-12-10,,1,11169.68
SHIP2712,S202,W101,in_transit,2026-03-26,,5,8448.19
SHIP2713,S217,W105,in_transit,2026-03-15,2026-03-19,3,5145.45
SHIP2714,S206,W106,delayed,2025-08-11,,3,12930.0
SHIP2715,S214,W107,delayed,2025-08-16,2025-08-19,3,19729.89
SHIP2716,S207,W108,delivered,2026-01-25,,4,13251.01
SHIP2717,S214,W109,delivered,2026-03-01,2026-03-08,5,9099.0
SHIP2718,S219,W109,delayed,2025-08-21,,0,1524.4
SHIP2719,S201,W100,in_transit,2025-09-29,2025-10-07,1,3999.51
SHIP2720,S202,W104,in_transit,2025-05-09,2025-05-17,0,5223.12
SHIP2721,S211,W105,in_transit,2026-02-18,2026-02-22,5,16022.28
SHIP2722,S218,W103,delivered,2025-08-18,2025-08-22,4,10035.52
SHIP2723,S213,W103,delayed,2025-08-18,2025-08-23,2,13527.51
SHIP2724,S211,W106,delivered,2026-01-08,2026-01-18,2,4992.43
SHIP2725,S210,W109,delivered,2025-04-19,,3,1778.12
SHIP2726,S215,W106,in_transit,2025-06-26,2025-07-03,4,11846.4
SHIP2727,S207,W102,delivered,2026-03-27,2026-04-06,4,3501.21
SHIP2728,S212,W101,in_transit,2025-07-27,2025-07-29,1,18550.64
SHIP2729,S209,W107,delivered,2026-01-24,,2,6009.39
SHIP2730,S205,W100,in_transit,2025-05-07,2025-05-11,1,1029.67
SHIP2731,S211,W103,in_transit,2025-09-29,2025-10-04,0,2639.99
SHIP2732,S215,W102,in_transit,2025-08-14,2025-08-17,1,16631.7
SHIP2733,S210,W105,in_transit,2026-02-11,2026-02-15,2,13197.4
SHIP2734,S215,W108,delivered,2026-01-23,2026-01-26,3,10094.19
SHIP2735,S218,W104,delayed,2025-09-06,2025-09-14,3,13352.01
SHIP2736,S215,W101,delivered,2026-03-10,2026-03-17,4,16170.34
SHIP2737,S201,W109,in_transit,2025-09-30,2025-10-06,4,5146.99
SHIP2738,S211,W106,in_transit,2025-08-26,2025-09-03,5,1396.13
SHIP2739,S210,W102,delivered,2026-04-15,2026-04-20,2,12030.71
SHIP2740,S210,W105,delayed,2025-10-21,,1,16119.63
SHIP2741,S210,W103,delivered,2025-11-07,,4,17465.2
SHIP2742,S216,W101,delayed,2025-08-05,2025-08-14,4,7038.37
SHIP2743,S203,W109,in_transit,2025-11-25,2025-12-01,3,14403.74
SHIP2744,S218,W101,in_transit,2026-02-13,2026-02-19,2,9506.39
SHIP2745,S209,W103,delayed,2025-11-01,2025-11-08,3,17734.7
SHIP2746,S216,W104,delayed,2026-02-11,2026-02-15,3,8784.95
SHIP2747,S201,W100,in_transit,2026-04-16,2026-04-24,0,9471.87
SHIP2748,S217,W104,delivered,2025-11-08,2025-11-14,0,6108.22
SHIP2749,S203,W102,delivered,2025-05-23,2025-05-28,1,17952.09
SHIP2750,S218,W101,in_transit,2025-10-04,,0,19836.82
SHIP2751,S210,W101,delayed,2025-07-20,2025-07-26,2,13051.54
SHIP2752,S215,W105,delayed,2026-03-03,2026-03-13,2,4709.4
SHIP2753,S214,W108,delivered,2025-05-29,2025-06-08,3,17880.53
SHIP2754,S218,W105,delayed,2026-01-01,2026-01-09,2,9656.31
SHIP2755,S204,W101,delayed,2026-04-05,2026-04-08,5,15834.43
SHIP2756,S215,W109,in_transit,2025-10-07,2025-10-12,1,14059.88
SHIP2757,S213,W108,in_transit,2025-08-16,2025-08-21,2,3758.84
SHIP2758,S215,W107,delivered,2025-12-07,2025-12-16,4,6473.56
SHIP2759,S205,W107,delayed,2025-09-22,2025-09-25,1,8768.16
SHIP2760,S206,W100,in_transit,2026-01-07,,5,11032.04
SHIP2761,S215,W103,delivered,2025-07-07,2025-07-09,2,13741.4
SHIP2762,S205,W107,in_transit,2025-12-07,2025-12-13,4,17351.81
SHIP2763,S216,W104,in_transit,2025-08-30,2025-09-02,5,8381.3
SHIP2764,S217,W103,delayed,2026-03-14,2026-03-17,5,14423.54
SHIP2765,S201,W101,delayed,2025-09-15,2025-09-17,3,13697.09
SHIP2766,S209,W105,delayed,2025-09-19,2025-09-28,3,3567.54
SHIP2767,S209,W102,delivered,2025-04-28,,0,17622.17
SHIP2768,S201,W101,in_transit,2025-06-09,2025-06-14,1,8285.67
SHIP2769,S209,W108,delayed,2025-07-29,2025-08-03,0,4141.05
SHIP2770,S203,W107,delayed,2025-12-17,2025-12-20,4,12797.72
SHIP2771,S214,W108,delayed,2025-11-11,2025-11-13,3,12868.05
SHIP2772,S219,W106,delivered,2025-05-12,,5,18132.6
SHIP2773,S208,W102,delayed,2025-09-26,2025-10-04,3,19981.34
SHIP2774,S206,W102,delayed,2025-06-03,2025-06-07,5,1543.75
SHIP2775,S204,W103,in_transit,2025-08-28,,4,11013.46
SHIP2776,S219,W104,delivered,2025-12-03,2025-12-13,3,17822.9
SHIP2777,S216,W104,in_transit,2025-05-02,2025-05-09,4,1853.01
SHIP2778,S215,W106,delayed,2025-05-25,2025-05-29,5,15616.74
SHIP2779,S214,W101,delivered,2025-05-07,,3,15758.25
SHIP2780,S213,W102,delivered,2026-03-31,2026-04-03,0,11903.37
SHIP2781,S217,W108,delayed,2026-02-16,,5,10076.95
SHIP2782,S218,W106,in_transit,2025-08-01,,4,17452.08
SHIP2783,S217,W105,delivered,2026-03-17,2026-03-25,1,1363.02
SHIP2784,S218,W106,delivered,2026-03-13,,1,16224.51
SHIP2785,S217,W109,delayed,2025-07-25,2025-07-31,1,11028.58
SHIP2786,S216,W101,delivered,2025-06-18,2025-06-25,2,5971.06
SHIP2787,S208,W109,delivered,2026-03-07,2026-03-14,0,4379.25
SHIP2788,S202,W108,in_transit,2025-10-07,2025-10-08,0,3213.61
SHIP2789,S212,W107,in_transit,2026-02-23,,2,2366.57
SHIP2790,S207,W105,delivered,2025-07-06,2025-07-09,5,13081.57
SHIP2791,S218,W108,delivered,2025-06-27,,0,19094.2
SHIP2792,S212,W106,delivered,2025-12-06,2025-12-12,4,4522.08
SHIP2793,S208,W103,in_transit,2025-07-07,,4,15628.97
SHIP2794,S217,W106,in_transit,2025-08-05,,0,4383.92
SHIP2795,S219,W106,delivered,2025-05-06,2025-05-07,5,5058.63
SHIP2796,S216,W107,in_transit,2025-12-04,2025-12-06,5,5252.06
SHIP2797,S212,W101,delayed,2025-12-26,2026-01-01,3,4714.67
SHIP2798,S206,W108,delayed,2025-10-17,2025-10-22,4,15728.37
SHIP2799,S206,W102,in_transit,2025-06-23,2025-07-02,2,18977.43
SHIP2800,S210,W108,delayed,2025-06-29,2025-07-08,1,12207.71
SHIP2801,S205,W109,delivered,2025-08-24,2025-08-29,1,16083.94
SHIP2802,S216,W109,delivered,2025-10-30,2025-11-04,2,11517.19
SHIP2803,S215,W109,in_transit,2026-02-05,2026-02-15,2,12867.11
SHIP2804,S206,W107,in_transit,2026-03-24,2026-03-27,1,3134.83
SHIP2805,S214,W100,delivered,2025-07-19,2025-07-29,1,18633.87
SHIP2806,S216,W100,delayed,2025-09-16,2025-09-21,3,2671.39
SHIP2807,S218,W106,in_transit,2025-06-14,2025-06-21,5,5466.02
SHIP2808,S208,W105,in_transit,2026-03-13,2026-03-22,1,2696.49
