product_id,product_name,category,brand,cost_price,selling_price,currency,supplier_id,product_status,launch_date,expiry_date,weight,dimensions,reorder_level,last_updated
P1046,Chance,Clothing>Men>Topwear,,17869.42,36318.96,INR,S209,inactive,2023-11-11,,0.27,20x28x8,85,2026-01-23
P1047,Enjoy,Electronics>Mobile>Accessories,Nike,28281.64,6140.23,INR,S205,inactive,2024-06-14,2027-03-19,0.46,17x18x6,42,2025-07-25
P1048,Occur,Electronics>Mobile>Accessories,,21008.7,42982.71,INR,S201,active,2025-01-16,,4.36,31x46x3,65,2025-07-28
P1049,Agency,Grocery>Dairy>Milk,Nike,19302.53,60139.49,INR,S210,active,2023-12-03,,2.56,6x28x6,127,2026-04-03
P1050,Friend,Grocery>Dairy>Milk,Boat,3346.29,15947.06,INR,S206,inactive,2024-10-05,,0.7,44x15x10,71,2025-07-14
P1051,Share,Clothing>Men>Topwear,Nike,31202.77,27097.72,INR,S205,inactive,2023-09-07,,2.74,6x36x6,84,2025-10-30
P1052,Himself,Grocery>Dairy>Milk,Dell,19150.05,63564.68,INR,S206,discontinued,2024-09-09,,3.54,19x24x7,179,2025-08-21
P1053,Very,Clothing>Men>Topwear,Dell,6968.91,8094.04,INR,S209,discontinued,2023-05-31,2027-02-03,3.86,5x45x10,67,2025-10-13
P1054,Born,Electronics>Mobile>Accessories,,30447.31,42859.13,INR,S207,discontinued,2023-11-21,,1.7,14x26x6,173,2025-12-13
P1055,Point,Electronics>Mobile>Accessories,Dell,24066.03,41049.49,INR,S209,active,2023-08-15,,4.19,31x43x5,142,2026-03-22
P1056,Exactly,Electronics>Mobile>Accessories,Dell,30485.98,43545.0,INR,S204,active,2024-10-13,,1.99,50x25x7,81,2025-12-16
P1057,Ability,Grocery>Dairy>Milk,,14677.26,23115.38,INR,S201,discontinued,2023-09-01,,2.45,19x16x5,104,2025-06-17
P1058,Guess,Grocery>Dairy>Milk,Dell,12731.13,11328.73,INR,S205,inactive,2023-09-23,2026-05-10,2.17,19x42x6,129,2025-10-29
P1059,World,Clothing>Men>Topwear,Nike,38916.44,49888.57,INR,S209,active,2024-03-29,2026-06-02,2.18,30x16x7,172,2025-10-28
P1060,Also,Clothing>Men>Topwear,Nike,38395.44,17417.51,INR,S203,active,2024-09-02,,0.21,27x18x6,80,2025-09-20
P1061,Claim,Electronics>Mobile>Accessories,Nike,49583.93,56486.98,INR,S208,discontinued,2024-10-12,,2.24,43x30x1,181,2025-07-21
P1062,Talk,Electronics>Mobile>Accessories,,15940.94,63916.35,INR,S203,discontinued,2024-10-31,2027-02-24,3.71,18x32x6,45,2025-12-14
P1063,Shoulder,Grocery>Dairy>Milk,Dell,21479.31,30203.4,INR,S207,active,2023-07-22,2026-08-15,1.08,26x29x5,191,2025-08-13
P1064,Book,Clothing>Men>Topwear,Dell,33108.84,49949.74,INR,S208,active,2025-03-27,,2.71,16x36x2,194,2025-05-28
P1065,Edge,Grocery>Dairy>Milk,Nike,4113.04,45735.23,INR,S206,inactive,2024-07-05,2026-05-10,4.19,11x13x7,164,2025-10-05
P1066,Cost,Grocery>Dairy>Milk,Dell,49612.37,35837.39,INR,S206,inactive,2024-05-18,,1.19,21x46x8,20,2026-01-29
P1067,Such,Clothing>Men>Topwear,Boat,19178.09,38316.16,INR,S206,inactive,2024-08-05,2026-05-06,2.78,20x21x3,182,2026-03-09
P1068,Six,Grocery>Dairy>Milk,Boat,29830.58,52085.78,INR,S206,active,2025-03-29,,2.02,13x47x4,16,2025-07-30
P1069,Provide,Clothing>Men>Topwear,,38318.85,66744.64,INR,S201,discontinued,2024-09-13,,1.58,22x13x5,182,2026-04-02
P1070,Wife,Clothing>Men>Topwear,,13934.29,46094.71,INR,S202,inactive,2024-05-13,,2.62,9x8x6,175,2025-06-01
P1071,Stand,Electronics>Mobile>Accessories,Boat,47943.72,37663.08,INR,S207,active,2023-12-10,2027-03-17,4.64,45x6x9,108,2025-12-16
P1072,Marriage,Electronics>Mobile>Accessories,Dell,41304.62,51517.88,INR,S208,inactive,2023-07-13,,1.93,16x39x3,54,2025-05-20
P1073,Newspaper,Electronics>Mobile>Accessories,,24427.69,59697.37,INR,S208,active,2023-06-19,2026-06-25,3.98,24x28x3,115,2025-08-27
P1074,Network,Electronics>Mobile>Accessories,Boat,3876.02,63529.82,INR,S207,discontinued,2024-06-06,,1.36,7x48x1,61,2025-10-04
P1075,Station,Grocery>Dairy>Milk,,42531.24,32896.27,INR,S206,inactive,2023-09-07,,3.08,47x43x5,123,2026-01-22
P1076,Kid,Clothing>Men>Topwear,,47513.36,42185.56,INR,S207,inactive,2024-05-10,,1.27,15x38x4,101,2025-10-04
P1077,Base,Clothing>Men>Topwear,Dell,38543.72,29560.88,INR,S210,discontinued,2024-11-15,,0.71,43x7x10,180,2025-09-19
P1078,Us,Clothing>Men>Topwear,,21183.64,51439.4,INR,S206,inactive,2025-01-21,,0.45,42x6x3,39,2026-02-27
P1079,Eat,Electronics>Mobile>Accessories,Dell,14236.99,56798.94,INR,S210,active,2023-11-30,,2.79,49x47x5,174,2026-01-03
P1080,Live,Electronics>Mobile>Accessories,Dell,33547.9,7266.44,INR,S206,discontinued,2024-03-14,2026-05-28,2.64,35x43x10,42,2025-11-23
P1081,Teacher,Electronics>Mobile>Accessories,Boat,19282.69,62615.76,INR,S208,discontinued,2024-03-18,2026-11-07,1.35,25x31x9,21,2025-06-11
P1082,Entire,Clothing>Men>Topwear,,14602.62,53975.23,INR,S201,inactive,2024-02-20,2026-06-16,1.53,23x22x10,67,2026-03-11
P1083,Large,Electronics>Mobile>Accessories,,16445.01,21211.47,INR,S202,inactive,2025-01-16,,1.51,49x12x5,125,2026-04-06
P1084,Manager,Clothing>Men>Topwear,Nike,17056.01,51858.44,INR,S201,active,2025-02-04,,4.86,48x8x6,111,2025-07-20
P1085,Lose,Electronics>Mobile>Accessories,Boat,43905.94,7507.66,INR,S204,active,2024-03-21,,0.69,42x8x3,180,2026-03-06
P1086,Wrong,Clothing>Men>Topwear,Boat,43719.79,17370.41,INR,S209,inactive,2025-04-10,,0.32,9x43x7,56,2025-07-15
P1087,Field,Grocery>Dairy>Milk,,1368.21,44659.85,INR,S209,discontinued,2024-07-26,,0.25,38x11x1,49,2025-09-17
P1088,Consumer,Clothing>Men>Topwear,Dell,16575.49,61717.43,INR,S202,discontinued,2024-04-10,,0.59,16x47x1,124,2025-04-18
P1089,Second,Grocery>Dairy>Milk,Nike,21313.23,54062.37,INR,S210,discontinued,2024-01-01,,4.32,43x42x1,92,2025-06-19
P1090,Reduce,Clothing>Men>Topwear,Boat,40537.95,5195.63,INR,S201,active,2023-07-30,,3.08,27x6x7,16,2026-01-01
P1091,Successful,Clothing>Men>Topwear,Dell,49257.95,15987.83,INR,S201,active,2024-05-25,,1.88,17x5x1,151,2026-02-21
P1092,Stand,Electronics>Mobile>Accessories,Boat,45965.87,41464.48,INR,S207,active,2024-09-21,2026-05-02,4.08,37x6x4,79,2025-12-11
P1093,Read,Clothing>Men>Topwear,Boat,39159.08,20446.03,INR,S204,discontinued,2025-01-13,,0.47,45x13x10,170,2025-07-07
P1094,Left,Clothing>Men>Topwear,Nike,37760.08,67969.43,INR,S202,discontinued,2023-05-19,,3.35,22x44x5,115,2025-10-31
P1095,Represent,Electronics>Mobile>Accessories,Nike,25317.35,50595.38,INR,S210,inactive,2023-11-03,,2.21,43x38x9,60,2025-12-18
P1096,Age,Grocery>Dairy>Milk,Dell,25744.12,67019.32,INR,S210,active,2023-11-27,2026-12-23,0.61,8x6x5,29,2025-05-12
P1097,Fish,Grocery>Dairy>Milk,,12442.24,47731.99,INR,S210,inactive,2024-12-27,,1.36,7x11x4,11,2026-02-12
P1098,Institution,Electronics>Mobile>Accessories,,39712.81,42661.06,INR,S202,discontinued,2024-10-19,2026-10-11,0.87,31x12x9,183,2025-06-06
P1099,Somebody,Electronics>Mobile>Accessories,Boat,32101.03,33425.5,INR,S203,inactive,2023-06-30,,3.71,41x30x5,165,2025-04-23
P1100,Second,Electronics>Mobile>Accessories,Nike,17139.17,38975.23,INR,S209,active,2024-03-15,,2.23,40x30x2,135,2025-08-21
P1101,Consumer,Electronics>Mobile>Accessories,,20161.36,59452.95,INR,S204,inactive,2024-10-05,,4.22,7x35x6,74,2025-12-27
P1102,Smile,Electronics>Mobile>Accessories,Nike,48191.25,6738.96,INR,S206,active,2023-06-05,,3.23,11x24x3,126,2025-09-23
P1103,With,Clothing>Men>Topwear,,47235.26,57941.85,INR,S205,discontinued,2023-05-10,,4.68,35x31x4,11,2025-09-13
P1104,Require,Grocery>Dairy>Milk,,35880.98,15449.42,INR,S206,discontinued,2023-04-21,2027-01-27,1.08,23x32x3,44,2026-01-13
P1105,Look,Grocery>Dairy>Milk,Dell,42977.97,32985.65,INR,S205,discontinued,2023-08-02,,2.17,43x25x9,198,2025-05-04
P1106,By,Grocery>Dairy>Milk,Nike,34734.91,15166.82,INR,S202,discontinued,2023-07-13,2026-05-03,1.51,19x28x8,83,2026-01-13
P1107,Maybe,Electronics>Mobile>Accessories,Dell,31074.34,67123.18,INR,S206,discontinued,2025-02-11,,3.64,20x44x1,137,2025-08-07
P1108,Use,Grocery>Dairy>Milk,,13320.03,20608.56,INR,S202,inactive,2023-06-22,,3.45,16x49x9,146,2025-05-23
P1109,Force,Clothing>Men>Topwear,Dell,21186.49,17618.44,INR,S207,active,2024-09-17,,4.72,26x42x3,102,2025-10-11
P1110,Gas,Clothing>Men>Topwear,Nike,20260.83,50883.55,INR,S207,inactive,2024-08-02,,0.68,23x25x8,89,2025-05-20
P1111,Him,Grocery>Dairy>Milk,Nike,36094.93,16125.18,INR,S206,discontinued,2025-04-07,2026-05-22,1.11,41x13x3,119,2025-08-13
P1112,Forward,Grocery>Dairy>Milk,Boat,18871.5,3308.2,INR,S201,discontinued,2024-04-24,,3.56,47x9x3,33,2025-09-18
P1113,Perhaps,Clothing>Men>Topwear,Nike,26693.83,24193.97,INR,S202,discontinued,2025-01-19,,2.81,8x50x8,31,2026-02-21
P1114,Heavy,Electronics>Mobile>Accessories,Nike,7925.96,21402.65,INR,S206,active,2024-02-06,2026-08-15,4.3,14x32x9,15,2025-08-31
P1115,Early,Grocery>Dairy>Milk,Nike,40160.35,27811.74,INR,S208,active,2024-09-22,2026-07-27,4.15,11x37x7,156,2025-09-12
P1116,Herself,Grocery>Dairy>Milk,Nike,28442.16,12469.93,INR,S201,active,2023-07-24,,2.61,30x15x9,188,2025-07-04
P1117,Indicate,Grocery>Dairy>Milk,,46032.61,28517.97,INR,S207,discontinued,2023-10-18,2027-03-26,0.19,28x38x7,107,2025-08-08
P1118,Leg,Clothing>Men>Topwear,,6672.6,66509.77,INR,S207,inactive,2024-11-10,2026-11-07,4.56,31x14x1,82,2025-11-01
P1119,Money,Grocery>Dairy>Milk,Nike,37793.0,11479.42,INR,S203,inactive,2023-08-25,,4.03,8x22x6,23,2026-03-13
P1120,Federal,Electronics>Mobile>Accessories,,44114.8,55619.72,INR,S202,inactive,2024-04-10,,3.25,34x43x6,129,2025-10-29
P1121,Citizen,Grocery>Dairy>Milk,,33169.48,43669.76,INR,S205,inactive,2024-02-21,2026-05-06,4.71,45x26x10,80,2025-12-04
P1122,Show,Grocery>Dairy>Milk,,11427.1,10002.87,INR,S207,inactive,2024-02-09,,0.94,50x41x10,34,2025-06-26
P1123,Fight,Clothing>Men>Topwear,Nike,32102.54,41753.54,INR,S210,active,2024-11-22,,2.14,29x39x10,49,2026-01-30
P1124,Head,Grocery>Dairy>Milk,Nike,9807.64,9129.42,INR,S204,inactive,2023-08-14,,4.39,18x27x7,13,2025-11-07
P1125,Adult,Clothing>Men>Topwear,Boat,1016.75,32791.32,INR,S209,active,2024-09-26,,0.5,40x44x4,118,2025-06-13
P1126,Station,Electronics>Mobile>Accessories,Boat,29313.63,34840.05,INR,S203,active,2024-08-24,,2.96,9x44x1,59,2026-02-12
P1127,Particularly,Electronics>Mobile>Accessories,,24317.18,9756.41,INR,S203,inactive,2023-11-21,,1.89,7x17x9,185,2026-02-03
P1128,Society,Electronics>Mobile>Accessories,,26970.23,56310.58,INR,S209,active,2024-02-05,,0.38,44x25x8,142,2026-04-10
P1129,Majority,Electronics>Mobile>Accessories,Boat,46833.99,1839.28,INR,S206,active,2024-06-07,,3.18,35x9x2,170,2025-06-13
P1130,Real,Clothing>Men>Topwear,Boat,19251.63,51517.68,INR,S206,discontinued,2023-04-29,,4.29,24x38x10,121,2026-03-24
P1131,Local,Grocery>Dairy>Milk,Dell,35851.83,29636.15,INR,S202,active,2023-12-14,,1.48,35x7x6,17,2025-12-26
P1132,Front,Grocery>Dairy>Milk,,19056.21,59737.08,INR,S202,inactive,2025-02-22,,4.9,24x49x6,131,2025-06-10
P1133,Purpose,Grocery>Dairy>Milk,Dell,28800.19,54715.42,INR,S206,discontinued,2024-11-29,,1.13,43x13x3,46,2026-03-16
P1134,Us,Electronics>Mobile>Accessories,Nike,9704.18,56577.3,INR,S207,inactive,2023-05-26,2027-04-15,0.71,42x41x3,184,2025-09-20
P1135,Travel,Grocery>Dairy>Milk,Dell,2234.44,59698.72,INR,S210,active,2024-09-30,2027-02-09,4.86,34x33x5,57,2026-01-28
P1136,Board,Electronics>Mobile>Accessories,,13280.06,43558.68,INR,S205,active,2023-05-17,,4.6,22x39x2,16,2025-04-25
P1137,Lose,Grocery>Dairy>Milk,Boat,35998.06,47359.09,INR,S202,discontinued,2024-05-15,,3.84,8x22x6,117,2025-10-31
P1138,Lead,Grocery>Dairy>Milk,,20956.01,37391.5,INR,S208,inactive,2024-05-24,2026-07-24,1.65,46x9x5,66,2025-08-28
P1139,Off,Clothing>Men>Topwear,Boat,22267.67,54990.63,INR,S204,active,2024-07-22,,0.11,21x12x3,183,2025-11-17
P1140,Far,Grocery>Dairy>Milk,Nike,9602.92,39254.03,INR,S201,active,2023-05-09,,4.23,6x39x3,186,2026-04-10
P1141,Image,Clothing>Men>Topwear,Dell,10527.38,17040.88,INR,S202,inactive,2023-06-23,2027-01-28,2.59,19x19x7,118,2025-05-15
P1142,Candidate,Grocery>Dairy>Milk,Nike,34302.21,26150.32,INR,S204,inactive,2024-01-12,2027-03-07,3.53,34x34x1,66,2025-06-22
P1143,Seem,Electronics>Mobile>Accessories,Boat,8094.53,13853.17,INR,S208,inactive,2024-11-25,2026-11-23,3.0,33x44x4,168,2025-12-27
P1144,Most,Grocery>Dairy>Milk,Boat,40155.35,12883.61,INR,S203,discontinued,2024-06-20,,2.05,42x22x10,185,2026-03-22
P1145,Political,Electronics>Mobile>Accessories,Nike,17625.99,27831.45,INR,S206,active,2025-03-26,,0.64,42x20x9,191,2025-07-20
P1146,Along,Clothing>Men>Topwear,Nike,20467.18,59594.9,INR,S205,active,2023-06-01,,0.57,26x49x3,48,2025-07-08
P1147,Compare,Electronics>Mobile>Accessories,Nike,19138.93,833.53,INR,S204,active,2024-08-20,,3.57,36x37x4,128,2025-10-18
P1148,Late,Clothing>Men>Topwear,Boat,43861.59,25822.8,INR,S205,discontinued,2025-03-24,,2.24,36x35x4,146,2026-03-18
P1149,Adult,Clothing>Men>Topwear,,19904.02,33652.47,INR,S204,active,2023-05-09,,3.18,12x17x6,40,2025-12-28
P1150,Myself,Clothing>Men>Topwear,Boat,30161.66,62577.75,INR,S202,inactive,2024-01-23,,3.97,19x47x5,131,2026-01-06
P1151,Class,Grocery>Dairy>Milk,Boat,21076.09,14154.55,INR,S210,discontinued,2024-11-30,2027-03-01,3.33,42x24x1,129,2025-10-18
P1152,Down,Grocery>Dairy>Milk,Boat,25490.37,61019.53,INR,S204,active,2024-02-02,,0.76,48x28x7,169,2025-07-24
P1153,Quality,Electronics>Mobile>Accessories,Nike,44337.31,54898.36,INR,S204,inactive,2024-11-04,,3.03,9x28x7,185,2025-07-23
P1154,Direction,Electronics>Mobile>Accessories,Boat,6206.31,56175.49,INR,S210,inactive,2024-06-02,,0.51,44x28x3,186,2025-09-04
P1155,Under,Grocery>Dairy>Milk,Nike,42321.4,28602.29,INR,S203,inactive,2023-07-09,,4.27,9x17x8,132,2025-09-25
P1156,Throw,Electronics>Mobile>Accessories,,12590.27,27804.52,INR,S207,discontinued,2024-08-26,,2.92,24x31x6,133,2026-03-26
P1157,There,Electronics>Mobile>Accessories,,21795.13,61012.13,INR,S206,discontinued,2024-06-26,2026-10-11,0.83,23x29x3,25,2025-12-18
P1158,North,Clothing>Men>Topwear,Boat,22443.76,36890.0,INR,S204,active,2024-04-10,,0.78,45x32x9,175,2025-08-24
P1159,Stop,Electronics>Mobile>Accessories,Boat,47464.66,4319.87,INR,S210,discontinued,2024-01-15,2026-08-11,0.94,42x37x9,71,2025-08-20
P1160,Stage,Grocery>Dairy>Milk,Dell,11114.11,56589.19,INR,S204,discontinued,2023-07-22,2026-08-04,4.03,20x38x10,32,2025-04-16
P1161,Position,Electronics>Mobile>Accessories,,47431.23,30121.62,INR,S204,discontinued,2024-09-23,2027-03-10,3.64,32x28x3,158,2025-07-31
P1162,Trip,Clothing>Men>Topwear,Nike,34178.25,35962.77,INR,S203,inactive,2024-04-02,,4.74,19x12x4,147,2025-08-21
P1163,White,Clothing>Men>Topwear,,49525.24,60328.27,INR,S209,discontinued,2024-11-04,,4.42,45x12x5,59,2026-02-07
P1164,Clear,Electronics>Mobile>Accessories,,19017.79,33360.57,INR,S204,inactive,2023-10-22,,3.32,50x27x3,14,2026-03-20
P1165,Strategy,Electronics>Mobile>Accessories,Boat,30463.35,23336.67,INR,S209,inactive,2023-11-06,2026-08-30,3.63,10x39x10,56,2025-05-21
P1166,Central,Clothing>Men>Topwear,,30437.29,12220.6,INR,S207,discontinued,2024-08-31,,4.3,35x43x4,189,2026-01-31
P1167,Senior,Clothing>Men>Topwear,Nike,46069.84,59583.81,INR,S210,active,2024-05-05,,4.25,19x20x1,200,2025-07-31
P1168,Easy,Electronics>Mobile>Accessories,Dell,23807.37,52074.85,INR,S210,active,2023-06-13,,2.3,8x28x7,130,2025-11-17
P1169,Ability,Grocery>Dairy>Milk,Dell,37397.41,9263.16,INR,S209,inactive,2024-01-27,,4.42,39x42x4,196,2026-03-03
P1170,Candidate,Electronics>Mobile>Accessories,Dell,1090.68,56083.27,INR,S201,inactive,2023-07-05,,1.27,16x7x10,157,2026-04-16
P1171,Level,Electronics>Mobile>Accessories,Nike,25185.23,48954.81,INR,S208,discontinued,2023-09-08,,0.67,36x8x1,196,2025-04-26
P1172,Fight,Electronics>Mobile>Accessories,Nike,46249.23,49398.21,INR,S205,inactive,2025-03-04,,3.15,23x10x6,174,2025-10-07
P1173,Home,Clothing>Men>Topwear,Dell,13265.64,37373.28,INR,S207,active,2024-02-09,,2.05,37x9x10,64,2025-06-07
P1174,Western,Clothing>Men>Topwear,Boat,18212.18,34490.11,INR,S206,discontinued,2024-12-22,,4.01,14x39x3,198,2025-09-23
P1175,Deep,Grocery>Dairy>Milk,Dell,34917.02,4664.87,INR,S205,inactive,2023-09-07,2027-01-05,2.0,47x11x1,161,2025-12-01
P1176,Cover,Clothing>Men>Topwear,Dell,41237.51,61820.92,INR,S206,active,2024-10-18,,4.57,18x26x4,58,2026-01-04
P1177,Its,Electronics>Mobile>Accessories,Boat,4345.0,58623.33,INR,S204,inactive,2024-01-04,,3.1,36x22x4,20,2025-10-05
P1178,West,Grocery>Dairy>Milk,Nike,48008.65,9485.89,INR,S206,active,2023-10-16,,3.2,15x23x8,89,2025-07-21
P1179,Tv,Grocery>Dairy>Milk,,46634.63,39860.9,INR,S204,active,2024-06-04,,3.77,33x18x3,59,2025-05-24
P1180,Throughout,Electronics>Mobile>Accessories,Boat,49203.48,50697.88,INR,S204,active,2024-12-21,,4.42,29x11x7,18,2026-03-28
P1181,Main,Electronics>Mobile>Accessories,Boat,49637.89,7757.4,INR,S201,active,2023-12-21,,2.36,41x44x6,81,2025-12-19
P1182,Ever,Clothing>Men>Topwear,Boat,38642.84,44601.66,INR,S206,discontinued,2023-07-29,2026-05-30,4.64,43x28x8,189,2025-09-30
P1183,Third,Clothing>Men>Topwear,Boat,2043.8,61620.58,INR,S207,discontinued,2024-03-10,,4.73,26x28x1,110,2025-10-01
P1184,Knowledge,Clothing>Men>Topwear,,36241.78,47227.26,INR,S205,inactive,2024-06-09,2026-08-14,0.82,26x46x6,156,2025-12-25
P1185,Factor,Grocery>Dairy>Milk,,17077.53,42117.49,INR,S206,inactive,2023-07-09,2026-06-09,1.87,39x13x3,10,2025-08-03
P1186,Institution,Electronics>Mobile>Accessories,Dell,5106.48,41742.29,INR,S201,active,2024-12-13,2026-07-21,3.52,19x30x5,38,2026-03-14
P1187,East,Electronics>Mobile>Accessories,,14290.5,16533.93,INR,S210,inactive,2025-03-12,,2.34,20x27x3,51,2025-12-20
P1188,Property,Clothing>Men>Topwear,Boat,9359.01,41650.36,INR,S205,active,2024-01-15,,0.27,20x29x10,51,2025-10-08
P1189,Firm,Grocery>Dairy>Milk,Nike,38717.06,57580.35,INR,S209,active,2024-11-14,,0.41,12x44x5,14,2025-10-13
P1190,Receive,Clothing>Men>Topwear,,30530.98,33980.17,INR,S205,discontinued,2024-10-07,2026-05-07,4.06,35x32x5,53,2026-02-03
P1191,Four,Grocery>Dairy>Milk,Nike,14762.36,18851.58,INR,S203,discontinued,2023-09-21,,1.89,47x18x6,141,2025-10-18
P1192,Participant,Grocery>Dairy>Milk,Nike,4958.45,1578.59,INR,S204,inactive,2025-04-13,,1.99,30x30x7,69,2025-05-09
P1193,Reach,Grocery>Dairy>Milk,Boat,46166.21,62350.87,INR,S207,inactive,2023-08-27,,0.24,25x11x5,118,2025-06-28
P1194,West,Clothing>Men>Topwear,,36540.09,6764.18,INR,S207,inactive,2024-12-18,2027-03-08,4.65,22x41x7,24,2025-10-07
P1195,Executive,Clothing>Men>Topwear,Boat,45307.19,28838.45,INR,S206,discontinued,2024-10-10,,1.67,46x33x3,71,2025-07-18
P1196,Be,Grocery>Dairy>Milk,Dell,21112.13,54541.16,INR,S209,inactive,2024-12-18,,1.37,15x48x5,19,2026-03-27
P1197,Thought,Electronics>Mobile>Accessories,Dell,32576.8,28678.63,INR,S201,inactive,2023-12-22,,1.01,14x42x9,40,2025-11-06
P1198,Else,Electronics>Mobile>Accessories,Nike,10687.17,53041.19,INR,S206,active,2024-02-20,,4.79,13x26x10,66,2026-03-26
P1199,International,Grocery>Dairy>Milk,Boat,34655.32,5264.95,INR,S203,inactive,2024-01-20,,3.84,34x43x2,107,2025-10-12
P1200,Mother,Electronics>Mobile>Accessories,Boat,12238.96,69137.42,INR,S203,inactive,2024-05-21,,1.89,45x28x10,28,2025-05-02
P1201,Check,Grocery>Dairy>Milk,Dell,31865.33,8462.08,INR,S201,active,2024-10-20,2026-12-21,3.48,39x48x6,100,2025-11-30
P1202,Ball,Grocery>Dairy>Milk,,39830.67,41608.21,INR,S210,inactive,2024-09-06,,1.59,31x40x8,100,2025-09-09
P1203,Teach,Grocery>Dairy>Milk,Dell,24293.79,12987.62,INR,S210,active,2024-02-14,2027-02-05,0.15,28x23x7,67,2025-09-27
P1204,After,Electronics>Mobile>Accessories,Dell,44537.65,13468.65,INR,S209,inactive,2024-02-11,,2.63,17x35x10,193,2025-12-06
P1205,North,Electronics>Mobile>Accessories,Boat,14716.49,19581.77,INR,S205,active,2024-05-09,2026-07-07,3.45,30x14x7,43,2025-07-01
P1206,Human,Grocery>Dairy>Milk,Dell,23288.07,14187.97,INR,S206,discontinued,2024-09-14,,1.88,28x14x5,196,2025-09-19
P1207,Cover,Grocery>Dairy>Milk,Nike,19527.85,33566.7,INR,S205,discontinued,2024-12-24,2027-01-13,3.95,17x20x3,122,2025-11-21
P1208,After,Electronics>Mobile>Accessories,Dell,31410.12,68546.91,INR,S209,active,2023-04-18,2027-02-13,2.66,29x49x1,21,2026-01-19
P1209,End,Clothing>Men>Topwear,Dell,37121.93,63366.48,INR,S207,active,2023-04-18,2026-10-14,1.95,42x16x10,43,2025-11-04
P1210,Break,Clothing>Men>Topwear,Boat,36667.02,19787.17,INR,S201,discontinued,2024-06-18,,2.15,29x16x1,50,2026-02-21
P1211,Mrs,Grocery>Dairy>Milk,,44165.07,10936.7,INR,S206,inactive,2025-03-24,,4.86,29x7x1,112,2026-01-11
P1212,Food,Grocery>Dairy>Milk,Boat,25790.26,37182.06,INR,S209,discontinued,2024-08-13,,0.46,28x31x7,33,2025-11-11
P1213,Almost,Clothing>Men>Topwear,Nike,39460.64,36066.89,INR,S204,discontinued,2024-09-02,2026-10-14,3.51,9x21x2,14,2025-11-10
P1214,Local,Clothing>Men>Topwear,Boat,8962.36,21350.61,INR,S206,active,2025-04-01,,4.09,45x45x8,87,2025-10-08
P1215,Expect,Clothing>Men>Topwear,Dell,8333.12,3849.76,INR,S207,active,2023-12-23,2027-03-14,1.58,16x8x4,104,2025-09-18
P1216,Billion,Clothing>Men>Topwear,,40698.86,22445.54,INR,S207,inactive,2025-02-07,2026-10-03,3.71,19x46x1,149,2025-05-05
P1217,Especially,Grocery>Dairy>Milk,,43119.84,22093.1,INR,S210,active,2024-08-23,,4.27,31x34x9,71,2025-12-17
P1218,Western,Grocery>Dairy>Milk,Dell,38285.5,55680.39,INR,S210,discontinued,2024-10-22,2027-04-14,0.85,40x42x8,163,2026-03-09
P1219,Account,Clothing>Men>Topwear,Boat,41280.19,54327.65,INR,S208,active,2024-04-18,,0.87,37x35x5,155,2025-07-23
P1220,Effort,Electronics>Mobile>Accessories,Boat,34098.47,48056.81,INR,S208,active,2024-02-03,,3.69,32x33x9,179,2025-05-12
P1221,Will,Clothing>Men>Topwear,Boat,39651.5,23195.38,INR,S210,active,2025-01-01,,4.62,21x27x9,100,2025-10-18
P1222,Store,Electronics>Mobile>Accessories,Nike,17799.05,41314.35,INR,S201,inactive,2024-03-08,,0.94,50x46x3,72,2026-03-12
P1223,Democratic,Electronics>Mobile>Accessories,Nike,15308.76,24793.1,INR,S210,inactive,2023-08-24,,0.66,19x49x9,70,2025-11-02
P1224,Wife,Clothing>Men>Topwear,Dell,39809.25,48957.14,INR,S206,inactive,2025-02-09,2026-10-09,3.82,12x46x7,41,2025-11-02
P1225,Might,Grocery>Dairy>Milk,Dell,30680.83,17212.47,INR,S203,active,2023-11-18,,4.53,16x16x4,158,2026-01-26
P1226,Others,Grocery>Dairy>Milk,,32606.15,51969.08,INR,S203,active,2023-05-31,2026-12-31,4.53,27x29x8,175,2025-12-21
P1227,Paper,Clothing>Men>Topwear,,38774.86,59983.29,INR,S206,inactive,2023-10-01,2026-11-23,0.73,10x33x6,148,2025-07-12
P1228,Information,Clothing>Men>Topwear,Boat,38479.69,13509.24,INR,S209,inactive,2024-02-16,,5.0,21x42x4,160,2026-01-16
P1229,Education,Grocery>Dairy>Milk,Dell,6350.2,58991.52,INR,S206,inactive,2023-08-21,,2.32,17x49x1,10,2026-02-26
P1230,Opportunity,Grocery>Dairy>Milk,Boat,45475.16,40093.9,INR,S209,active,2023-06-12,2027-02-22,2.32,20x47x7,179,2025-08-03
P1231,Almost,Grocery>Dairy>Milk,,10730.12,56551.63,INR,S207,active,2023-09-17,,3.92,50x9x6,113,2025-04-16
P1232,Past,Grocery>Dairy>Milk,Boat,38862.53,62621.21,INR,S205,inactive,2023-08-05,,2.73,41x41x8,92,2025-08-25
P1233,Simple,Electronics>Mobile>Accessories,Boat,36583.7,29747.05,INR,S210,inactive,2023-10-15,,3.41,34x42x7,106,2025-11-17
P1234,Drug,Electronics>Mobile>Accessories,Nike,43882.09,46126.28,INR,S206,discontinued,2023-05-20,,1.11,28x8x3,126,2026-03-15
P1235,Conference,Grocery>Dairy>Milk,,14563.39,11051.46,INR,S209,active,2023-06-05,,0.19,28x25x2,126,2025-08-07
