inventory_id,product_id,warehouse_id,batch_id,stock_quantity,reserved_quantity,damaged_quantity,last_restock_date,last_updated
I5197,P1250,W105,B31,3640,118,13,2026-01-20,2025-06-16
I5198,P1338,W107,B32,1996,190,49,2025-05-08,2025-10-01
I5199,P1466,W104,B77,-10,56,6,2025-11-08,2025-08-04
I5200,P1151,W102,B89,2193,82,42,2026-01-18,2026-02-20
I5201,P1428,W105,B63,-10,113,17,2025-12-23,2025-07-15
I5202,P1384,W105,B84,1014,170,21,2026-01-31,2025-12-20
I5203,P1438,W108,B70,-10,119,45,2025-08-13,2025-11-22
I5204,P1341,W101,B87,-10,64,33,2025-04-29,2025-08-27
I5205,P1383,W109,B97,-10,153,37,2026-03-02,2026-02-23
I5206,P1454,W101,B57,2567,67,40,2025-12-05,2025-07-26
I5207,P1118,W105,B100,-10,39,42,2025-04-25,2025-05-14
I5208,P1175,W108,B58,-10,141,50,2026-03-01,2026-01-02
I5209,P1370,W104,B75,1819,22,34,2025-07-29,2025-10-25
I5210,P1065,W109,B49,-10,170,3,2026-01-26,2025-11-13
I5211,P1298,W108,B76,-10,94,38,2025-08-21,2026-02-14
I5212,P1184,W100,B33,-10,32,39,2026-01-30,2025-09-13
I5213,P1371,W108,B68,2626,83,5,2025-07-05,2026-02-11
I5214,P1182,W109,B88,-10,49,25,2025-11-06,2026-03-08
I5215,P1187,W101,B27,486,32,18,2025-04-20,2025-08-05
I5216,P1283,W103,B54,-10,99,2,2026-03-09,2025-07-06
I5217,P1264,W100,B50,-10,92,24,2025-06-04,2026-03-31
I5218,P1214,W103,B97,1710,128,38,2025-10-11,2025-08-07
I5219,P1086,W100,B90,2998,74,21,2025-11-14,2025-11-20
I5220,P1014,W109,B4,847,82,19,2025-10-28,2026-01-13
I5221,P1388,W108,B36,-10,184,45,2026-03-09,2025-06-05
I5222,P1472,W101,B75,-10,30,24,2026-03-04,2025-08-17
I5223,P1395,W101,B24,1469,59,11,2025-12-21,2025-04-24
I5224,P1129,W108,B95,-10,124,12,2025-12-19,2025-04-27
I5225,P1168,W109,B92,1894,147,20,2025-06-26,2026-03-16
I5226,P1440,W109,B3,-10,47,32,2026-02-25,2025-09-22
I5227,P1479,W101,B58,4257,95,48,2025-09-23,2025-06-03
I5228,P1106,W104,B33,537,123,1,2025-04-24,2026-02-08
I5229,P1477,W102,B4,1356,130,50,2025-10-06,2026-03-12
I5230,P1323,W106,B87,526,18,18,2025-09-05,2026-02-17
I5231,P1192,W109,B31,-10,99,28,2025-05-29,2026-03-23
I5232,P1237,W108,B43,2138,80,25,2025-08-23,2026-02-06
I5233,P1228,W101,B65,1654,174,11,2025-04-18,2025-09-28
I5234,P1202,W109,B91,3322,53,25,2026-02-03,2025-10-22
I5235,P1260,W106,B13,1062,12,47,2026-01-08,2025-09-09
I5236,P1160,W103,B4,-10,118,10,2025-04-30,2025-09-27
I5237,P1105,W100,B5,3183,31,26,2026-02-16,2025-12-15
I5238,P1130,W101,B58,-10,177,34,2025-11-24,2025-08-25
I5239,P1346,W101,B82,-10,36,3,2026-04-12,2025-07-06
I5240,P1019,W102,B76,-10,90,25,2026-03-31,2025-05-17
I5241,P1054,W109,B1,175,74,5,2025-08-19,2025-10-20
I5242,P1280,W109,B35,1067,199,35,2025-11-30,2025-10-22
I5243,P1409,W109,B22,-10,114,40,2025-09-12,2025-10-16
I5244,P1116,W102,B41,1621,139,49,2025-08-28,2026-04-03
I5245,P1306,W104,B9,-10,51,38,2026-04-03,2025-10-01
I5246,P1443,W106,B36,3722,27,39,2025-04-26,2025-07-30
I5247,P1194,W109,B5,2495,107,21,2025-11-06,2025-08-17
I5248,P1095,W100,B51,-10,24,31,2025-06-05,2026-02-23
I5249,P1245,W107,B13,-10,73,49,2025-08-13,2025-08-25
I5250,P1146,W105,B34,-10,134,22,2026-04-09,2025-07-08
I5251,P1447,W102,B31,-10,62,28,2025-12-13,2026-04-03
I5252,P1114,W104,B64,4339,153,20,2025-12-08,2026-03-08
I5253,P1330,W108,B85,750,195,43,2025-09-27,2025-07-02
I5254,P1128,W105,B65,-10,109,37,2025-10-21,2026-01-28
I5255,P1344,W108,B10,-10,169,3,2026-04-12,2025-07-29
I5256,P1495,W102,B71,4714,67,33,2025-07-20,2026-02-06
I5257,P1467,W106,B8,616,15,46,2025-05-21,2025-08-11
I5258,P1114,W108,B77,4568,89,13,2026-04-05,2025-11-22
I5259,P1108,W109,B36,-10,15,46,2026-02-03,2026-01-23
I5260,P1253,W101,B14,-10,42,38,2025-10-08,2025-10-12
I5261,P1435,W103,B92,-10,25,10,2025-11-23,2026-01-20
I5262,P1233,W105,B23,1526,42,22,2025-08-30,2025-11-21
I5263,P1023,W108,B58,-10,171,47,2025-04-19,2025-05-04
I5264,P1478,W103,B7,-10,83,47,2025-10-29,2026-04-05
I5265,P1499,W105,B58,1540,50,3,2025-11-02,2026-01-20
I5266,P1269,W103,B87,3551,63,35,2025-07-19,2025-08-12
I5267,P1324,W103,B82,-10,96,21,2025-08-15,2026-02-21
I5268,P1473,W102,B42,127,173,48,2025-11-03,2025-05-23
I5269,P1016,W101,B22,-10,144,25,2025-06-10,2025-10-30
I5270,P1400,W100,B34,-10,7,17,2025-12-21,2025-10-29
I5271,P1223,W108,B12,2768,171,19,2025-10-19,2025-10-27
I5272,P1015,W101,B76,1028,123,1,2026-03-10,2025-09-25
I5273,P1104,W101,B64,-10,101,41,2025-09-11,2025-07-12
I5274,P1049,W107,B59,1193,103,35,2026-02-20,2025-07-20
I5275,P1013,W106,B93,775,117,2,2025-07-25,2025-07-27
I5276,P1272,W100,B79,4848,49,27,2025-07-04,2026-03-03
I5277,P1069,W100,B42,-10,83,1,2026-01-25,2025-10-03
I5278,P1285,W107,B77,-10,120,29,2025-06-07,2025-11-08
I5279,P1029,W103,B32,-10,55,42,2025-04-20,2025-11-02
I5280,P1463,W106,B13,-10,166,24,2026-04-13,2025-08-14
I5281,P1235,W109,B45,1747,58,11,2026-01-12,2026-03-28
I5282,P1022,W105,B42,1644,179,32,2025-09-05,2025-11-10
I5283,P1124,W102,B38,-10,170,35,2025-07-17,2025-12-16
I5284,P1211,W107,B84,-10,23,38,2026-04-10,2025-07-14
I5285,P1265,W107,B87,-10,121,16,2025-08-04,2025-09-25
I5286,P1382,W108,B50,305,85,40,2025-06-10,2025-05-26
I5287,P1389,W103,B34,4965,132,30,2026-01-17,2026-01-20
I5288,P1381,W109,B36,-10,63,33,2025-12-10,2025-05-15
I5289,P1028,W105,B71,-10,53,47,2025-05-01,2025-11-14
I5290,P1287,W105,B73,1735,163,37,2025-10-23,2025-06-28
I5291,P1011,W109,B7,-10,104,12,2025-05-30,2026-03-08
I5292,P1499,W102,B38,-10,136,12,2025-04-27,2025-06-15
I5293,P1067,W100,B9,4525,43,32,2025-12-08,2025-09-22
I5294,P1174,W100,B33,113,49,29,2025-07-26,2026-02-18
I5295,P1381,W106,B39,-10,164,9,2026-02-06,2025-12-17
I5296,P1483,W100,B53,1513,165,35,2025-06-13,2025-11-29
I5297,P1317,W107,B35,-10,175,41,2026-01-07,2025-08-02
I5298,P1273,W103,B10,-10,130,0,2025-07-19,2025-08-28
I5299,P1063,W105,B44,-10,11,7,2026-02-10,2025-08-19
I5300,P1179,W106,B23,4941,82,26,2026-01-22,2025-05-25
I5301,P1171,W104,B1,1789,96,36,2025-11-05,2025-08-04
I5302,P1087,W109,B13,-10,129,26,2026-03-12,2025-11-06
I5303,P1437,W104,B90,-10,151,36,2025-07-29,2025-07-10
I5304,P1445,W103,B74,-10,111,45,2026-04-08,2025-08-23
I5305,P1395,W107,B97,-10,75,14,2025-08-22,2026-02-05
I5306,P1242,W101,B9,3443,113,22,2025-07-20,2025-05-26
I5307,P1431,W107,B69,4564,47,32,2025-08-12,2026-02-03
I5308,P1120,W102,B89,319,76,43,2025-07-02,2025-07-23
I5309,P1319,W100,B90,2701,62,1,2025-05-02,2026-04-07
I5310,P1031,W102,B80,-10,19,42,2025-06-17,2025-05-08
I5311,P1137,W107,B34,-10,56,37,2025-05-01,2026-02-14
I5312,P1424,W107,B6,-10,81,6,2026-04-04,2025-09-02
I5313,P1333,W102,B35,2586,147,5,2026-02-17,2025-10-31
I5314,P1153,W106,B24,1165,65,37,2025-07-10,2025-05-16
I5315,P1269,W108,B98,-10,24,10,2026-03-26,2025-11-26
I5316,P1339,W104,B17,2418,174,26,2025-06-16,2025-10-28
I5317,P1372,W105,B56,-10,47,43,2025-09-20,2025-06-04
I5318,P1457,W108,B79,1202,64,1,2025-12-16,2026-02-15
I5319,P1146,W100,B90,3500,146,13,2025-08-30,2026-01-24
I5320,P1435,W107,B25,-10,193,24,2026-03-29,2025-08-15
I5321,P1340,W109,B60,-10,137,14,2025-12-14,2025-08-03
I5322,P1035,W107,B31,2405,69,31,2025-08-28,2026-01-23
I5323,P1117,W104,B74,2626,30,18,2025-12-23,2025-04-19
I5324,P1301,W100,B7,666,92,5,2025-06-04,2025-11-29
I5325,P1243,W101,B98,3906,109,3,2025-09-17,2025-12-27
I5326,P1105,W107,B62,-10,13,25,2026-03-11,2025-05-09
I5327,P1008,W109,B40,-10,112,34,2026-02-16,2025-11-11
I5328,P1280,W100,B87,-10,47,21,2025-08-17,2026-03-30
I5329,P1032,W108,B90,4508,22,11,2025-06-01,2025-06-01
I5330,P1235,W108,B87,-10,127,16,2025-11-14,2025-08-29
I5331,P1302,W100,B85,1289,155,24,2026-01-10,2025-09-21
I5332,P1190,W102,B64,3999,43,33,2025-05-29,2025-04-29
I5333,P1496,W106,B63,2710,120,18,2025-12-05,2026-03-14
I5334,P1051,W104,B62,-10,13,17,2025-06-17,2025-12-16
I5335,P1311,W106,B31,-10,86,41,2025-09-15,2025-11-19
I5336,P1078,W100,B54,-10,12,25,2025-06-09,2026-03-14
I5337,P1013,W106,B90,199,136,28,2025-09-27,2026-02-06
I5338,P1468,W101,B43,-10,23,26,2025-06-16,2025-05-09
I5339,P1004,W102,B79,4294,159,39,2025-05-20,2025-11-02
I5340,P1006,W106,B49,-10,111,38,2025-08-20,2025-06-19
I5341,P1114,W100,B87,-10,170,21,2025-12-22,2025-06-01
I5342,P1003,W104,B60,-10,109,11,2025-09-26,2026-03-05
I5343,P1299,W107,B100,-10,7,44,2025-11-08,2025-07-29
I5344,P1402,W103,B27,-10,99,43,2026-03-26,2025-10-31
I5345,P1382,W106,B96,3491,126,41,2025-08-26,2026-01-13
I5346,P1003,W109,B47,327,79,33,2025-09-17,2026-04-11
I5347,P1466,W108,B70,-10,177,7,2026-02-17,2025-05-30
I5348,P1070,W103,B88,-10,187,42,2025-12-21,2026-03-23
I5349,P1052,W100,B26,2124,88,3,2026-04-04,2026-04-08
I5350,P1289,W108,B13,1363,62,26,2025-07-13,2025-04-23
I5351,P1167,W107,B10,2673,4,39,2025-07-04,2025-12-05
I5352,P1465,W109,B27,-10,7,22,2025-07-26,2026-03-08
I5353,P1169,W107,B39,435,143,22,2025-07-31,2026-01-09
I5354,P1482,W103,B63,-10,76,24,2026-04-07,2026-01-23
I5355,P1235,W106,B90,4620,16,40,2025-10-21,2026-04-03
I5356,P1413,W105,B7,-10,182,47,2025-09-22,2025-12-20
I5357,P1326,W106,B100,-10,54,44,2025-11-06,2026-02-08
I5358,P1078,W102,B30,1528,111,31,2026-01-27,2025-12-14
I5359,P1163,W109,B95,-10,188,46,2026-01-28,2025-10-03
I5360,P1279,W109,B63,-10,147,34,2025-06-24,2026-03-31
I5361,P1330,W101,B22,1145,173,8,2026-04-15,2025-08-20
I5362,P1125,W108,B72,4996,112,49,2025-05-19,2025-12-02
I5363,P1296,W102,B63,-10,146,21,2025-11-21,2025-07-17
I5364,P1392,W102,B45,-10,56,11,2025-10-24,2026-02-01
I5365,P1268,W105,B59,2901,137,32,2025-08-25,2026-02-27
I5366,P1300,W104,B67,-10,161,11,2026-03-06,2026-03-15
I5367,P1352,W105,B15,-10,48,27,2025-09-18,2025-12-25
I5368,P1214,W103,B4,-10,67,46,2026-02-26,2025-11-17
I5369,P1371,W104,B68,-10,31,43,2026-03-11,2025-06-07
I5370,P1054,W101,B20,-10,182,11,2025-05-08,2025-10-06
I5371,P1395,W107,B6,82,23,14,2025-07-08,2026-01-15
I5372,P1460,W100,B81,-10,194,49,2025-04-21,2025-10-12
I5373,P1395,W102,B88,-10,44,37,2026-03-04,2025-07-31
I5374,P1170,W101,B90,-10,150,48,2026-03-09,2025-06-01
I5375,P1467,W103,B60,3368,194,45,2026-03-01,2025-06-26
I5376,P1308,W108,B56,1360,117,35,2025-05-13,2026-02-25
I5377,P1425,W100,B81,-10,134,0,2025-09-01,2026-03-12
I5378,P1354,W100,B70,1224,158,21,2025-05-30,2025-08-17
I5379,P1320,W101,B19,-10,48,11,2025-12-11,2025-04-18
I5380,P1082,W103,B1,4371,115,33,2026-01-10,2025-10-12
I5381,P1129,W104,B95,187,184,46,2025-08-23,2025-07-01
I5382,P1046,W104,B85,-10,72,28,2026-01-14,2025-05-17
I5383,P1403,W101,B26,-10,17,21,2025-07-23,2025-08-01
I5384,P1164,W100,B37,-10,167,9,2026-02-27,2025-12-02
I5385,P1280,W104,B60,-10,167,23,2026-02-14,2026-03-19
I5386,P1187,W106,B86,500,128,45,2025-09-03,2025-11-10
I5387,P1039,W105,B13,-10,56,7,2026-01-18,2025-11-05
I5388,P1108,W109,B9,2995,61,32,2025-11-30,2026-03-17
I5389,P1412,W108,B19,-10,194,29,2025-09-21,2025-06-21
I5390,P1102,W103,B43,3003,26,47,2025-05-18,2025-08-22
I5391,P1024,W108,B2,577,124,34,2025-12-19,2026-03-12
I5392,P1264,W106,B69,-10,76,0,2025-09-26,2026-02-22
I5393,P1341,W100,B47,-10,128,30,2025-10-24,2026-01-24
I5394,P1332,W103,B40,-10,33,12,2025-08-17,2026-03-10
I5395,P1497,W104,B14,214,157,36,2025-09-28,2026-03-16
I5396,P1497,W108,B66,-10,171,0,2025-06-27,2025-04-21
I5397,P1105,W101,B19,4866,192,29,2025-12-18,2025-04-16
I5398,P1245,W102,B87,1927,100,38,2025-07-03,2025-12-08
I5399,P1220,W107,B63,-10,172,43,2025-08-03,2025-11-01
I5400,P1220,W107,B39,-10,173,7,2026-01-01,2025-07-13
I5401,P1443,W100,B3,3157,62,34,2026-02-26,2025-11-21
I5402,P1201,W101,B94,3143,60,16,2025-04-16,2025-10-05
I5403,P1018,W108,B96,255,6,0,2025-12-19,2026-02-28
I5404,P1396,W109,B91,573,169,27,2025-12-11,2026-01-05
I5405,P1410,W104,B65,-10,72,33,2026-02-15,2025-09-27
I5406,P1138,W105,B87,3527,96,16,2025-11-22,2026-03-18
I5407,P1212,W101,B68,3031,49,22,2025-06-16,2025-12-11
I5408,P1001,W105,B39,2029,1,15,2025-12-06,2025-06-17
I5409,P1104,W101,B14,-10,5,33,2025-08-28,2025-06-15
I5410,P1463,W104,B91,2457,45,28,2025-05-28,2025-08-17
I5411,P1155,W106,B12,-10,182,23,2025-09-06,2025-04-19
I5412,P1077,W109,B1,4769,133,25,2025-05-25,2025-12-02
I5413,P1177,W101,B55,-10,189,39,2025-06-06,2025-09-14
I5414,P1497,W107,B27,2653,99,45,2025-07-13,2026-02-14
I5415,P1200,W101,B43,3108,141,21,2025-07-17,2026-04-11
I5416,P1067,W108,B19,-10,151,18,2025-10-29,2025-09-28
I5417,P1110,W104,B47,-10,85,9,2025-12-27,2025-08-02
I5418,P1251,W102,B20,-10,43,27,2025-04-29,2025-10-22
I5419,P1409,W102,B83,790,158,17,2026-04-11,2025-11-15
I5420,P1050,W108,B3,4777,0,28,2025-06-04,2025-12-17
I5421,P1072,W103,B89,-10,61,26,2026-02-03,2025-08-31
I5422,P1456,W100,B84,-10,86,26,2025-12-03,2026-02-11
I5423,P1475,W109,B40,-10,144,22,2025-04-21,2025-10-09
I5424,P1150,W108,B34,-10,185,44,2025-07-03,2025-10-26
I5425,P1331,W107,B83,1551,138,49,2026-03-16,2026-03-11
I5426,P1020,W101,B69,-10,190,25,2025-08-31,2025-08-28
I5427,P1145,W100,B24,1407,162,3,2026-01-02,2026-04-15
I5428,P1456,W109,B100,-10,59,12,2025-08-05,2025-12-12
I5429,P1156,W108,B17,-10,168,0,2025-07-17,2025-07-29
I5430,P1437,W105,B92,4605,181,30,2026-03-21,2026-02-09
I5431,P1086,W101,B26,2266,115,5,2026-01-31,2026-03-15
I5432,P1301,W108,B2,-10,118,8,2025-11-12,2026-02-06
I5433,P1331,W109,B83,-10,191,36,2025-06-21,2026-03-23
I5434,P1118,W103,B87,2031,144,13,2025-12-29,2025-12-06
I5435,P1078,W101,B18,-10,77,23,2026-03-20,2025-12-28
I5436,P1033,W104,B7,-10,53,13,2026-04-16,2025-10-11
I5437,P1357,W100,B38,4966,59,29,2025-06-27,2025-12-14
I5438,P1473,W109,B76,391,20,42,2026-02-07,2025-07-20
I5439,P1455,W108,B60,185,52,15,2025-05-05,2025-07-06
I5440,P1196,W109,B20,638,3,29,2025-07-27,2025-09-08
I5441,P1423,W102,B22,-10,169,48,2026-03-07,2025-08-08
I5442,P1218,W100,B75,-10,43,16,2025-04-22,2025-10-18
I5443,P1211,W105,B47,-10,34,6,2025-05-25,2026-03-02
I5444,P1434,W100,B39,-10,47,48,2026-03-03,2026-02-16
I5445,P1093,W104,B35,815,37,17,2026-01-04,2025-09-13
I5446,P1033,W105,B3,-10,45,24,2025-05-05,2025-11-08
I5447,P1170,W109,B8,1094,40,7,2025-12-17,2025-11-06
I5448,P1072,W104,B29,2103,147,10,2025-10-30,2026-01-10
I5449,P1162,W107,B61,1020,105,12,2025-08-24,2026-04-04
I5450,P1425,W101,B32,-10,75,47,2025-05-26,2026-01-18
I5451,P1278,W103,B84,3983,184,23,2025-11-01,2025-07-15
I5452,P1049,W101,B92,2379,195,16,2026-04-03,2025-07-12
I5453,P1261,W105,B22,-10,43,14,2025-06-09,2025-07-21
I5454,P1027,W103,B20,-10,108,13,2025-09-20,2025-10-03
I5455,P1440,W101,B90,2386,63,39,2025-09-10,2025-10-25
I5456,P1329,W103,B56,-10,59,49,2026-03-11,2025-09-30
I5457,P1351,W101,B8,2885,139,1,2025-04-21,2025-06-30
I5458,P1048,W107,B85,-10,71,29,2026-01-11,2025-08-21
I5459,P1008,W101,B51,697,154,25,2025-12-24,2025-12-25
I5460,P1200,W109,B37,854,70,13,2025-08-30,2025-12-20
I5461,P1449,W108,B57,1546,128,18,2026-04-05,2025-09-06
I5462,P1162,W107,B65,-10,157,44,2025-05-31,2025-09-23
I5463,P1403,W108,B14,713,124,44,2025-09-19,2025-10-20
I5464,P1132,W106,B39,3888,99,17,2025-10-08,2025-04-22
I5465,P1038,W106,B11,-10,151,12,2026-03-08,2025-11-03
I5466,P1101,W106,B80,-10,48,37,2025-07-14,2025-06-05
I5467,P1262,W109,B71,2473,113,15,2026-04-08,2025-08-15
I5468,P1112,W102,B11,-10,115,43,2025-05-31,2026-02-08
I5469,P1414,W104,B44,2151,46,22,2026-03-12,2025-11-03
I5470,P1196,W109,B61,1910,124,17,2025-09-17,2026-02-13
I5471,P1032,W100,B96,-10,163,29,2025-05-14,2025-11-16
I5472,P1022,W104,B3,-10,26,33,2025-07-13,2025-08-08
I5473,P1283,W103,B57,-10,29,13,2025-04-19,2025-11-09
I5474,P1460,W109,B5,-10,131,41,2025-06-30,2025-09-09
I5475,P1240,W109,B53,-10,81,29,2025-04-20,2026-02-13
I5476,P1084,W108,B56,-10,122,47,2026-01-01,2025-04-17
I5477,P1080,W108,B99,2448,36,40,2025-07-24,2025-05-02
I5478,P1434,W104,B60,-10,182,4,2025-07-15,2025-04-17
I5479,P1193,W104,B20,2061,105,43,2026-03-08,2026-02-13
I5480,P1223,W102,B47,674,163,24,2025-10-24,2025-09-29
I5481,P1099,W104,B13,-10,67,50,2025-09-05,2025-11-05
I5482,P1373,W102,B91,493,58,9,2025-07-31,2025-10-30
I5483,P1140,W103,B94,2991,54,24,2025-08-13,2026-02-02
I5484,P1310,W106,B75,409,30,44,2025-12-06,2026-03-11
I5485,P1207,W105,B87,-10,74,44,2026-02-06,2025-05-15
I5486,P1163,W103,B93,-10,77,3,2025-07-26,2026-04-16
I5487,P1431,W108,B89,-10,189,3,2025-10-16,2026-04-09
I5488,P1371,W101,B71,-10,173,23,2025-06-23,2026-04-04
I5489,P1407,W101,B48,-10,105,28,2025-11-06,2025-04-21
I5490,P1299,W102,B61,-10,140,1,2026-01-10,2025-10-12
I5491,P1277,W108,B10,4986,12,23,2026-02-10,2025-06-11
I5492,P1386,W106,B27,2116,148,29,2026-01-17,2025-05-23
I5493,P1489,W102,B22,4119,78,10,2025-09-25,2025-07-10
I5494,P1158,W108,B31,4677,12,26,2025-04-27,2025-12-02
I5495,P1271,W103,B8,-10,190,2,2025-07-25,2026-03-04
I5496,P1016,W102,B66,-10,168,17,2026-04-14,2025-04-18
I5497,P1397,W103,B71,3521,168,7,2026-02-20,2025-09-09
I5498,P1234,W109,B62,1515,62,23,2025-06-03,2025-10-24
I5499,P1252,W100,B49,-10,19,47,2025-06-25,2025-06-14
I5500,P1106,W102,B79,4328,132,31,2025-04-21,2025-08-07
I5501,P1330,W108,B95,-10,188,6,2026-01-21,2026-03-13
I5502,P1479,W100,B90,-10,166,11,2025-09-29,2025-07-10
I5503,P1418,W106,B5,-10,11,33,2026-03-30,2025-05-26
I5504,P1095,W107,B74,-10,73,35,2025-07-05,2026-03-07
I5505,P1225,W107,B46,-10,97,5,2025-06-14,2026-04-05
I5506,P1355,W108,B17,345,170,23,2025-06-28,2025-11-23
I5507,P1494,W103,B34,1475,128,28,2025-06-08,2025-12-09
I5508,P1084,W105,B72,-10,125,42,2025-06-28,2026-03-30
I5509,P1464,W101,B45,4270,65,31,2025-08-13,2025-12-14
I5510,P1406,W109,B40,-10,112,17,2025-08-15,2025-12-03
I5511,P1387,W104,B95,2523,0,16,2025-10-24,2025-07-31
I5512,P1323,W100,B7,1575,174,45,2026-03-11,2026-01-04
I5513,P1028,W102,B60,-10,17,22,2026-04-03,2026-03-20
I5514,P1315,W104,B5,-10,171,47,2025-10-07,2025-09-01
I5515,P1085,W105,B71,-10,90,16,2025-05-09,2026-04-07
I5516,P1105,W104,B73,4797,191,4,2025-04-17,2025-06-08
I5517,P1237,W109,B1,4576,54,36,2025-07-11,2025-05-05
I5518,P1132,W102,B30,3445,32,25,2025-11-11,2025-10-13
I5519,P1039,W105,B97,4952,4,46,2025-12-27,2026-04-09
I5520,P1125,W103,B77,-10,193,21,2025-07-01,2025-09-18
I5521,P1197,W102,B19,-10,101,14,2025-10-15,2025-11-29
I5522,P1234,W104,B34,-10,148,40,2026-02-13,2026-02-17
I5523,P1145,W102,B48,-10,116,28,2025-04-16,2025-05-13
I5524,P1348,W108,B27,3382,198,42,2025-08-05,2025-08-29
I5525,P1112,W105,B96,4798,9,28,2025-05-23,2026-04-14
I5526,P1334,W102,B78,3555,175,37,2026-03-01,2025-10-22
I5527,P1105,W107,B57,2596,140,5,2025-04-16,2025-10-22
I5528,P1011,W102,B91,-10,111,40,2026-04-12,2025-07-05
I5529,P1161,W106,B35,-10,178,46,2025-12-10,2025-12-06
I5530,P1443,W100,B78,-10,131,47,2025-07-25,2025-07-18
I5531,P1483,W103,B32,3439,157,43,2025-06-14,2025-11-12
I5532,P1215,W107,B64,-10,0,42,2025-05-24,2025-07-17
I5533,P1058,W102,B95,1331,44,31,2025-05-02,2025-07-09
I5534,P1399,W102,B1,381,183,19,2025-04-22,2026-02-16
I5535,P1344,W107,B27,-10,113,41,2026-02-14,2025-12-10
I5536,P1351,W104,B79,-10,112,27,2026-01-25,2026-02-15
I5537,P1145,W106,B39,292,161,28,2026-03-17,2025-09-18
I5538,P1042,W109,B99,-10,90,40,2025-05-03,2025-05-18
I5539,P1330,W104,B17,60,3,19,2025-10-20,2025-08-26
I5540,P1370,W107,B84,-10,93,41,2025-10-11,2025-11-03
I5541,P1016,W109,B92,1738,79,27,2026-02-15,2025-07-25
I5542,P1245,W101,B88,-10,143,6,2025-10-20,2025-12-23
I5543,P1262,W100,B28,4031,91,14,2025-07-01,2025-09-28
I5544,P1085,W107,B37,2679,177,37,2025-11-13,2025-11-29
I5545,P1433,W107,B36,4898,129,17,2026-02-16,2026-01-21
I5546,P1316,W109,B77,-10,50,17,2026-01-11,2026-01-05
I5547,P1201,W108,B3,-10,149,39,2025-06-06,2025-10-29
I5548,P1176,W108,B37,-10,91,4,2026-02-20,2026-03-18
I5549,P1338,W104,B71,3911,144,10,2026-01-13,2025-10-22
I5550,P1257,W102,B75,126,91,28,2025-09-16,2025-10-05
I5551,P1376,W103,B77,1065,9,46,2025-08-03,2025-09-14
I5552,P1048,W104,B77,-10,72,9,2025-07-17,2025-09-11
I5553,P1324,W105,B28,3305,21,0,2025-11-16,2025-12-12
I5554,P1280,W102,B93,667,132,22,2025-05-05,2025-10-28
I5555,P1426,W107,B25,-10,85,25,2025-06-10,2026-02-27
I5556,P1134,W107,B68,2164,25,8,2025-04-20,2026-01-21
I5557,P1315,W100,B56,-10,88,20,2025-05-07,2025-11-26
I5558,P1122,W102,B17,377,130,9,2025-12-27,2025-07-16
I5559,P1358,W108,B54,-10,132,35,2025-09-08,2025-12-21
I5560,P1238,W107,B95,1868,70,10,2025-07-22,2025-10-12
I5561,P1442,W103,B79,3330,198,33,2025-07-28,2025-08-06
I5562,P1173,W106,B75,-10,132,16,2025-06-26,2025-08-01
I5563,P1008,W104,B97,-10,34,6,2026-04-05,2026-01-11
I5564,P1206,W104,B70,4111,140,4,2025-12-09,2026-02-07
I5565,P1103,W101,B58,3129,117,37,2026-03-27,2026-02-19
I5566,P1396,W108,B84,-10,100,0,2025-07-24,2025-09-20
I5567,P1346,W108,B60,873,31,16,2025-11-01,2026-02-17
I5568,P1363,W103,B72,2888,69,45,2025-07-11,2026-03-24
I5569,P1468,W104,B85,-10,18,9,2026-02-06,2025-06-05
I5570,P1158,W101,B41,-10,169,3,2025-04-26,2025-12-19
I5571,P1081,W102,B45,-10,56,7,2025-10-21,2025-12-04
I5572,P1076,W104,B92,1077,188,6,2025-10-06,2026-02-16
I5573,P1116,W109,B15,4607,106,44,2025-07-21,2026-02-03
I5574,P1231,W105,B78,1669,172,10,2025-09-15,2025-07-16
I5575,P1181,W102,B88,-10,7,32,2026-04-06,2025-10-17
I5576,P1292,W109,B87,2517,50,22,2025-12-22,2025-09-18
I5577,P1065,W101,B11,616,88,23,2026-03-07,2026-01-05
I5578,P1381,W106,B18,3338,33,11,2025-09-24,2026-02-23
I5579,P1348,W101,B11,-10,148,0,2025-12-25,2025-10-17
I5580,P1287,W109,B2,-17,163,13,2025-05-26,2026-03-26
I5581,P1003,W105,B77,3796,81,29,2025-09-10,2025-04-19
I5582,P1199,W101,B87,-10,149,49,2025-07-05,2025-08-17
I5583,P1197,W102,B46,3614,87,30,2026-02-14,2025-06-06
I5584,P1277,W100,B97,4207,31,1,2026-01-26,2026-04-01
I5585,P1002,W107,B44,2315,138,29,2025-09-25,2025-07-29
I5586,P1309,W102,B19,3493,124,34,2025-06-17,2025-07-22
I5587,P1464,W109,B98,-10,74,19,2026-01-17,2025-07-18
I5588,P1031,W105,B88,-10,26,2,2026-04-01,2025-10-22
I5589,P1477,W109,B33,-10,83,11,2025-10-31,2025-07-23
I5590,P1091,W106,B47,268,157,50,2026-02-14,2025-05-11
I5591,P1377,W106,B67,4184,119,11,2025-11-13,2026-02-09
I5592,P1259,W108,B82,4353,186,2,2026-03-27,2025-11-14
I5593,P1175,W105,B76,-10,87,9,2025-09-19,2025-09-02
I5594,P1337,W103,B100,1600,86,29,2025-12-06,2025-05-17
I5595,P1056,W101,B35,3169,90,31,2025-12-09,2025-06-07
